Produção - feijão
Sigla;Código;Município;2017;2018;2019;2020;2021;2022;2023;
PE;2613909;Serra Talhada;410;364;340;464;453;2262;2212;
PE;2614006;Serrita;0;42;29;601;211;883;303;
PE;2614105;Sertânia;30;900;81;246;28;91;100;
PE;2614204;Sirinhaém;0;0;0;0;0;;;
PE;2614303;Moreilândia;0;53;12;264;247;765;215;
PE;2614402;Solidão;253;99;290;205;148;1400;930;
PE;2614501;Surubim;400;147;17;689;107;500;600;
PE;2614600;Tabira;489;987;1517;518;541;3220;3325;
PE;2614709;Tacaimbó;525;399;248;400;168;100;160;
PE;2614808;Tacaratu;108;35;95;286;550;2000;1400;
PE;2614857;Tamandaré;0;0;0;0;0;;;
PE;2615003;Taquaritinga do Norte;20;40;13;12;4;31;100;
PE;2615102;Terezinha;186;38;288;232;244;555;700;
PE;2615201;Terra Nova;0;7;4;123;7;44;5;
PE;2615300;Timbaúba;97;0;0;0;0;;;
PE;2615409;Toritama;0;0;0;0;0;;;
PE;2615508;Tracunhaém;8;0;0;0;0;;;
PE;2615607;Trindade;48;320;60;576;240;1000;300;
PE;2615706;Triunfo;96;108;152;150;92;550;550;
PE;2615805;Tupanatinga;270;1080;43;173;100;450;430;
PE;2615904;Tuparetama;288;144;144;84;96;700;500;
PE;2616001;Venturosa;118;30;0;10;5;15;6;
PE;2616100;Verdejante;0;45;12;84;105;150;100;
PE;2616183;Vertente do Lério;203;32;9;112;7;150;150;
PE;2616209;Vertentes;280;53;5;197;12;180;270;
PE;2616308;Vicência;75;0;0;0;0;;;
PE;2616407;Vitória de Santo Antão;0;20;20;20;20;50;50;
PE;2616506;Xexéu;0;0;0;0;0;;;
PE;2699919;Muribeca;;;;;;;;
PE;2699929;Nossa Senhora do Ó de Goyanna;;;;;;;;
PE;2699939;Cimbres;;;;;;;;
PI;2200053;Acauã;115;720;468;763;983;920;1056;
PI;2200103;Agricolândia;60;29;45;57;54;80;70;
PI;2200202;Água Branca;132;103;114;89;81;90;55;
PI;2200251;Alagoinha do Piauí;240;630;1440;1920;480;4000;3500;
PI;2200277;Alegrete do Piauí;210;432;1350;1500;378;500;400;
PI;2200301;Alto Longá;87;59;334;400;528;1000;1000;
PI;2200400;Altos;256;306;240;179;237;696;696;
PI;2200459;Alvorada do Gurguéia;170;137;130;85;137;104;130;
PI;2200509;Amarante;204;240;300;312;347;693;560;
PI;2200608;Angical do Piauí;51;50;50;32;34;75;50;
PI;2200707;Anísio de Abreu;48;252;96;254;81;629;503;
PI;2200806;Antônio Almeida;75;83;83;77;79;175;175;
PI;2200905;Aroazes;76;39;54;49;40;60;60;
PI;2200954;Aroeiras de Itaim;40;372;298;260;57;300;300;
PI;2201002;Arraial;130;125;105;94;110;176;140;
PI;2201051;Assunção do Piauí;715;1651;663;202;666;2570;2570;
PI;2201101;Avelino Lopes;759;500;255;256;400;1200;1250;
PI;2201150;Baixa Grande do Ribeiro;2341;2487;3915;6601;5023;9689;6464;
PI;2201176;Barra D'Alcântara;31;27;10;3;4;21;21;
PI;2201200;Barras;111;146;180;180;194;507;507;
PI;2201309;Barreiras do Piauí;64;70;63;63;68;250;250;
PI;2201408;Barro Duro;49;61;160;75;83;150;150;
PI;2201507;Batalha;176;258;248;346;402;1188;1188;
PI;2201556;Bela Vista do Piauí;114;91;130;162;130;820;810;
PI;2201572;Belém do Piauí;176;324;360;672;208;480;800;
PI;2201606;Beneditinos;127;77;132;153;74;458;458;
PI;2201705;Bertolínia;124;110;124;124;112;230;230;
PI;2201739;Betânia do Piauí;10;396;288;308;30;400;520;
PI;2201770;Boa Hora;27;19;25;23;27;90;110;
PI;2201804;Bocaina;213;413;627;747;279;1108;808;
PI;2201903;Bom Jesus;5071;4640;948;1177;1097;5570;1770;
PI;2201919;Bom Princípio do Piauí;990;1035;828;723;779;1967;1969;
PI;2201929;Bonfim do Piauí;22;307;86;398;87;1532;766;
PI;2201945;Boqueirão do Piauí;116;62;68;82;133;332;332;
PI;2201960;Brasileira;313;305;57;55;80;410;450;
PI;2201988;Brejo do Piauí;135;330;240;120;149;440;400;
PI;2202000;Buriti dos Lopes;362;373;385;371;390;897;894;
PI;2202026;Buriti dos Montes;321;504;297;330;264;1224;1110;
PI;2202059;Cabeceiras do Piauí;50;41;38;42;46;122;127;
PI;2202075;Cajazeiras do Piauí;101;91;59;27;44;125;125;
PI;2202083;Cajueiro da Praia;316;348;313;266;92;775;773;
PI;2202091;Caldeirão Grande do Piauí;20;684;1440;864;990;2500;3000;
PI;2202109;Campinas do Piauí;338;376;297;149;192;750;750;
PI;2202117;Campo Alegre do Fidalgo;70;90;179;137;36;850;850;
PI;2202133;Campo Grande do Piauí;420;1890;648;1200;375;1200;1000;
PI;2202174;Campo Largo do Piauí;27;48;30;39;35;115;110;
PI;2202208;Campo Maior;429;172;162;344;567;945;963;
PI;2202251;Canavieira;205;215;195;197;200;380;380;
PI;2202307;Canto do Buriti;1440;1800;1860;1800;324;3700;3700;
PI;2202406;Capitão de Campos;442;442;100;78;95;500;500;
PI;2202455;Capitão Gervásio Oliveira;40;148;77;54;31;250;320;
PI;2202505;Caracol;42;506;70;873;204;2666;1600;
PI;2202539;Caraúbas do Piauí;118;124;79;112;80;290;288;
PI;2202554;Caridade do Piauí;59;346;198;468;87;198;175;
PI;2202604;Castelo do Piauí;855;810;327;182;580;1470;1470;
PI;2202653;Caxingó;109;144;26;36;38;101;104;
PI;2202703;Cocal;2256;2481;2357;2065;896;5825;5820;
PI;2202711;Cocal de Telha;42;33;31;24;32;163;163;
PI;2202729;Cocal dos Alves;328;344;361;344;58;965;967;
PI;2202737;Coivaras;72;55;40;69;65;225;227;
PI;2202752;Colônia do Gurguéia;102;93;72;7;8;15;15;
PI;2202778;Colônia do Piauí;581;290;326;276;238;854;854;
PI;2202802;Conceição do Canindé;116;47;29;132;165;385;500;
PI;2202851;Coronel José Dias;72;270;120;375;45;945;210;
PI;2202901;Corrente;953;603;302;456;240;660;660;
PI;2203008;Cristalândia do Piauí;284;140;140;140;112;297;297;
PI;2203107;Cristino Castro;336;248;218;117;135;320;340;
PI;2203206;Curimatá;800;800;240;360;440;1100;1100;
PI;2203230;Currais;1756;2157;2218;180;581;100;1050;
PI;2203255;Curralinhos;8;15;15;10;23;58;58;
PI;2203271;Curral Novo do Piauí;144;256;230;176;90;450;250;
PI;2203305;Demerval Lobão;74;67;27;43;37;141;147;
PI;2203354;Dirceu Arcoverde;34;272;45;216;45;800;640;
PI;2203404;Dom Expedito Lopes;367;1190;1440;1200;277;1540;1848;
PI;2203420;Domingos Mourão;320;304;166;131;176;870;950;
PI;2203453;Dom Inocêncio;63;525;156;735;126;1425;855;
PI;2203503;Elesbão Veloso;96;120;126;108;25;250;250;
PI;2203602;Eliseu Martins;72;120;83;109;108;200;200;
PI;2203701;Esperantina;92;40;45;54;77;302;302;
PI;2203750;Fartura do Piauí;50;88;56;245;51;650;288;
PI;2203800;Flores do Piauí;570;480;270;300;245;570;300;
PI;2203859;Floresta do Piauí;144;173;26;74;60;270;270;
PI;2203909;Floriano;612;612;641;567;585;1170;1170;
PI;2204006;Francinópolis;15;15;18;9;13;43;43;
PI;2204105;Francisco Ayres;115;114;114;109;110;220;220;
PI;2204154;Francisco Macedo;72;120;108;118;46;360;433;
PI;2204204;Francisco Santos;240;576;1040;1560;315;1700;1700;
PI;2204303;Fronteiras;672;1920;2592;1008;375;2500;2600;
PI;2204352;Geminiano;324;1248;1152;960;510;2000;2500;
PI;2204402;Gilbués;1033;897;1460;815;927;1818;1818;
PI;2204501;Guadalupe;157;63;36;45;48;160;160;
PI;2204550;Guaribas;210;243;90;450;153;1000;900;
PI;2204600;Hugo Napoleão;76;150;17;7;14;60;49;
PI;2204659;Ilha Grande;33;33;32;30;22;35;34;
PI;2204709;Inhuma;683;818;1058;1058;540;2520;2520;
PI;2204808;Ipiranga do Piauí;275;367;144;172;172;688;700;
PI;2204907;Isaías Coelho;92;204;435;696;180;1500;1500;
PI;2205003;Itainópolis;155;630;2400;1170;378;2520;2600;
PI;2205102;Itaueira;500;480;315;420;270;750;750;
PI;2205151;Jacobina do Piauí;33;187;240;289;173;315;420;
PI;2205201;Jaicós;660;1620;1512;2079;191;1750;800;
PI;2205250;Jardim do Mulato;37;43;55;55;57;117;35;
PI;2205276;Jatobá do Piauí;132;47;55;195;225;411;411;
PI;2205300;Jerumenha;63;80;64;83;86;280;280;
PI;2205359;João Costa;49;99;52;100;8;210;200;
PI;2205409;Joaquim Pires;135;113;105;171;171;489;410;
PI;2205458;Joca Marques;50;40;41;44;44;140;150;
PI;2205508;José de Freitas;211;270;188;260;254;700;710;
PI;2205516;Juazeiro do Piauí;57;62;55;108;252;700;700;
PI;2205524;Júlio Borges;240;192;130;228;200;500;500;
PI;2205532;Jurema;62;391;18;402;98;1228;982;
PI;2205540;Lagoinha do Piauí;54;40;16;26;22;78;78;
PI;2205557;Lagoa Alegre;73;66;62;70;79;230;230;
PI;2205565;Lagoa do Barro do Piauí;313;261;184;92;147;1200;1250;
PI;2205573;Lagoa de São Francisco;187;26;113;85;130;565;565;
PI;2205581;Lagoa do Piauí;43;25;38;39;25;97;97;
PI;2205599;Lagoa do Sítio;1779;855;900;540;403;1760;1760;
PI;2205607;Landri Sales;220;176;176;166;166;370;370;
PI;2205706;Luís Correia;1206;1327;1393;1327;556;3740;3742;
PI;2205805;Luzilândia;155;116;72;117;112;260;260;
PI;2205854;Madeiro;93;86;73;83;91;225;225;
PI;2205904;Manoel Emídio;230;230;200;169;140;100;120;
PI;2205953;Marcolândia;8;288;137;120;82;70;13;
PI;2206001;Marcos Parente;71;83;83;77;80;145;145;
PI;2206050;Massapê do Piauí;218;189;162;420;177;780;546;
PI;2206100;Matias Olímpio;27;54;72;61;71;213;213;
PI;2206209;Miguel Alves;340;288;360;200;354;1000;1000;
PI;2206308;Miguel Leão;147;176;36;29;22;84;84;
PI;2206357;Milton Brandão;270;238;155;140;211;1056;1106;
PI;2206407;Monsenhor Gil;80;80;84;68;72;231;231;
PI;2206506;Monsenhor Hipólito;276;1458;675;3240;504;4000;3600;
PI;2206605;Monte Alegre do Piauí;573;839;340;314;283;1250;1250;
PI;2206654;Morro Cabeça no Tempo;256;320;260;173;192;432;432;
PI;2206670;Morro do Chapéu do Piauí;36;27;47;53;53;175;140;
PI;2206696;Murici dos Portelas;911;924;273;295;307;567;569;
PI;2206704;Nazaré do Piauí;42;45;45;44;39;80;80;
PI;2206720;Nazária;58;146;90;78;28;150;150;
PI;2206753;Nossa Senhora de Nazaré;83;25;66;110;124;322;350;
PI;2206803;Nossa Senhora dos Remédios;10;31;46;46;36;93;93;
PI;2206902;Novo Oriente do Piauí;45;59;94;100;85;200;200;
PI;2206951;Novo Santo Antônio;172;111;80;72;124;300;300;
PI;2207009;Oeiras;811;297;440;552;500;2550;2550;
PI;2207108;Olho D'Água do Piauí;64;60;78;48;48;70;35;
PI;2207207;Padre Marcos;216;308;630;1080;482;861;615;
PI;2207306;Paes Landim;221;132;181;141;123;380;380;
PI;2207355;Pajeú do Piauí;432;270;240;91;160;380;380;
PI;2207405;Palmeira do Piauí;1641;3881;408;208;118;120;620;
PI;2207504;Palmeirais;77;123;112;112;83;295;295;
PI;2207553;Paquetá;720;1200;576;420;144;800;800;
PI;2207603;Parnaguá;292;204;87;192;240;600;600;
PI;2207702;Parnaíba;152;155;149;151;95;193;195;
PI;2207751;Passagem Franca do Piauí;18;16;21;18;17;50;45;
PI;2207777;Patos do Piauí;221;540;864;379;544;435;288;
PI;2207793;Pau D'Arco do Piauí;69;39;50;35;45;200;200;
PI;2207801;Paulistana;28;270;312;750;600;720;216;
PI;2207850;Pavussu;480;480;420;360;265;630;630;
PI;2207900;Pedro II;225;314;380;285;381;2060;2060;
PI;2207934;Pedro Laurentino;97;39;33;33;60;250;250;
PI;2207959;Nova Santa Rita;44;132;97;97;58;450;450;
PI;2208007;Picos;462;1000;324;684;684;2000;2000;
PI;2208106;Pimenteiras;324;147;1592;954;304;2525;2525;
PI;2208205;Pio IX;720;7500;7200;5400;2020;10000;10000;
PI;2208304;Piracuruca;459;459;107;144;157;1020;1100;
PI;2208403;Piripiri;509;509;326;316;265;1480;1480;
PI;2208502;Porto;34;40;40;25;35;74;69;
PI;2208551;Porto Alegre do Piauí;53;45;45;40;36;60;60;
PI;2208601;Prata do Piauí;35;15;20;12;14;25;35;
PI;2208650;Queimada Nova;264;420;14;268;13;810;500;
PI;2208700;Redenção do Gurguéia;387;540;311;289;290;144;210;
PI;2208809;Regeneração;167;167;167;491;168;298;310;
PI;2208858;Riacho Frio;143;95;105;67;67;155;155;
PI;2208874;Ribeira do Piauí;189;227;92;1;92;235;235;
PI;2208908;Ribeiro Gonçalves;367;234;234;234;1483;3036;1793;
PI;2209005;Rio Grande do Piauí;400;480;144;180;183;305;305;
PI;2209104;Santa Cruz do Piauí;429;409;113;116;39;645;645;
PI;2209153;Santa Cruz dos Milagres;18;11;10;16;5;50;50;
PI;2209203;Santa Filomena;132;650;93;1472;1107;803;999;
PI;2209302;Santa Luz;445;420;432;126;240;350;500;
PI;2209351;Santana do Piauí;314;217;212;240;180;900;1000;
PI;2209377;Santa Rosa do Piauí;141;71;127;76;126;323;350;
PI;2209401;Santo Antônio de Lisboa;1441;884;927;901;217;502;1702;
PI;2209450;Santo Antônio dos Milagres;14;10;34;35;36;90;75;
PI;2209500;Santo Inácio do Piauí;76;191;51;52;96;246;220;
PI;2209559;São Braz do Piauí;98;466;163;462;156;1360;1020;
PI;2209609;São Félix do Piauí;45;37;25;20;20;70;40;
PI;2209658;São Francisco de Assis do Piauí;179;93;330;198;115;885;885;
PI;2209708;São Francisco do Piauí;310;217;158;158;159;590;590;
PI;2209757;São Gonçalo do Gurguéia;458;60;80;224;224;200;187;
PI;2209807;São Gonçalo do Piauí;95;62;110;110;89;136;100;
PI;2209856;São João da Canabrava;189;389;888;777;592;1850;1850;
PI;2209872;São João da Fronteira;343;69;72;66;92;527;580;
PI;2209906;São João da Serra;111;82;40;86;68;250;250;
PI;2209955;São João da Varjota;494;297;80;80;100;502;502;
PI;2209971;São João do Arraial;13;23;50;30;50;167;167;
PI;2210003;São João do Piauí;144;153;148;213;56;780;780;
PI;2210052;São José do Divino;118;89;87;57;81;365;400;
PI;2210102;São José do Peixe;94;84;84;84;86;120;120;
PI;2210201;São José do Piauí;864;1890;1500;975;675;2500;3000;
PI;2210300;São Julião;140;264;453;680;288;1260;1750;
PI;2210359;São Lourenço do Piauí;76;85;75;237;50;855;599;
PI;2210375;São Luis do Piauí;66;95;234;158;168;490;459;
PI;2210383;São Miguel da Baixa Grande;13;13;6;23;15;40;31;
PI;2210391;São Miguel do Fidalgo;94;69;39;83;51;230;230;
PI;2210409;São Miguel do Tapuio;851;1634;637;139;809;2725;2725;
PI;2210508;São Pedro do Piauí;126;152;196;114;210;450;252;
PI;2210607;São Raimundo Nonato;192;518;67;758;186;1995;698;
PI;2210623;Sebastião Barros;337;315;72;96;144;170;180;
PI;2210631;Sebastião Leal;175;415;375;159;160;320;320;
PI;2210656;Sigefredo Pacheco;729;146;96;196;219;1306;1306;
PI;2210706;Simões;63;315;378;288;249;504;250;
PI;2210805;Simplício Mendes;363;21;127;127;115;880;640;
PI;2210904;Socorro do Piauí;185;206;185;148;81;473;473;
PI;2210938;Sussuapara;28;82;24;40;11;110;110;
PI;2210953;Tamboril do Piauí;189;432;270;195;120;510;550;
PI;2210979;Tanque do Piauí;35;10;18;22;14;70;63;
PI;2211001;Teresina;176;174;248;253;194;620;620;
PI;2211100;União;239;280;254;150;285;1060;1060;
PI;2211209;Uruçuí;2101;1574;1473;717;725;1595;1643;
PI;2211308;Valença do Piauí;365;543;75;122;120;363;363;
PI;2211357;Várzea Branca;139;308;57;576;161;1600;800;
PI;2211407;Várzea Grande;12;8;8;5;12;15;10;
PI;2211506;Vera Mendes;134;252;270;135;77;1300;600;
PI;2211605;Vila Nova do Piauí;378;900;360;1080;499;1040;400;
PI;2211704;Wall Ferraz;518;431;100;234;126;700;700;
PR;4100103;Abatiá;27;22;82;94;22;34;40;
PR;4100202;Adrianópolis;1271;3780;2118;1922;2327;815;615;
PR;4100301;Agudos do Sul;1122;1091;806;1206;1486;520;155;
PR;4100400;Almirante Tamandaré;1373;2190;1406;3463;2866;1260;530;
PR;4100459;Altamira do Paraná;10;10;5;5;16;18;15;
PR;4100509;Altônia;45;3;6;0;0;;;
PR;4100608;Alto Paraná;0;0;0;0;0;;;
PR;4100707;Alto Piquiri;0;204;0;0;0;;;
PR;4100806;Alvorada do Sul;30;90;90;0;0;;;
PR;4100905;Amaporã;9;9;6;6;0;;;
PR;4101002;Ampére;142;168;154;146;72;170;1010;
PR;4101051;Anahy;524;238;50;25;64;45;43;
PR;4101101;Andirá;95;20;20;20;20;15;;
PR;4101150;Ângulo;6;0;0;0;0;;;
PR;4101200;Antonina;5;2;4;4;4;4;5;
PR;4101309;Antônio Olinto;6950;8500;3300;3600;4480;4000;4000;
PR;4101408;Apucarana;166;119;92;74;68;48;27;
PR;4101507;Arapongas;60;23;52;12;24;7;8;
PR;4101606;Arapoti;8075;5695;5697;5045;3625;2840;2460;
PR;4101655;Arapuã;270;220;220;132;243;30;30;
PR;4101705;Araruna;248;25;30;35;11;15;;
PR;4101804;Araucária;6262;7380;5521;6110;5189;2355;2050;
PR;4101853;Ariranha do Ivaí;1740;1370;1060;760;590;20;20;
PR;4101903;Assaí;7;19;23;17;17;19;19;
PR;4102000;Assis Chateaubriand;0;0;0;0;0;;;
PR;4102109;Astorga;72;2;2;4;2;2;2;
PR;4102208;Atalaia;15;0;0;0;0;2;27;
PR;4102307;Balsa Nova;4615;3938;4514;4875;4049;1925;1633;
PR;4102406;Bandeirantes;36;23;20;20;16;12;30;
PR;4102505;Barbosa Ferraz;388;720;680;678;345;520;1000;
PR;4102604;Barracão;212;240;424;355;225;325;320;
PR;4102703;Barra do Jacaré;74;88;63;55;39;35;31;
PR;4102752;Bela Vista da Caroba;140;360;187;86;54;510;535;
PR;4102802;Bela Vista do Paraíso;0;0;0;0;0;;;
PR;4102901;Bituruna;1690;1555;1000;1260;1120;800;500;
PR;4103008;Boa Esperança;12;762;75;70;38;24;;
PR;4103024;Boa Esperança do Iguaçu;1095;582;650;485;139;1530;2510;
PR;4103040;Boa Ventura de São Roque;2690;1826;1852;1843;3680;1450;1410;
PR;4103057;Boa Vista da Aparecida;710;960;959;937;876;515;515;
PR;4103107;Bocaiúva do Sul;735;1230;1168;1063;983;325;115;
PR;4103156;Bom Jesus do Sul;318;425;680;620;345;450;430;
PR;4103206;Bom Sucesso;9;11;8;10;36;16;16;
PR;4103222;Bom Sucesso do Sul;8510;15645;8034;7264;5946;7200;5700;
PR;4103305;Borrazópolis;167;169;177;137;133;35;35;
PR;4103354;Braganey;570;515;359;502;680;420;420;
PR;4103370;Brasilândia do Sul;0;0;0;0;0;;;
PR;4103404;Cafeara;3;0;64;0;0;;;
PR;4103453;Cafelândia;696;0;975;319;36;30;30;
PR;4103479;Cafezal do Sul;0;0;0;0;0;;;
PR;4103503;Califórnia;45;42;35;17;17;5;5;
PR;4103602;Cambará;14;28;39;41;30;31;27;
PR;4103701;Cambé;0;15;14;14;14;12;12;
PR;4103800;Cambira;174;377;98;45;42;40;50;
PR;4103909;Campina da Lagoa;300;298;165;58;36;50;100;
PR;4103958;Campina do Simão;989;828;799;691;1536;850;920;
PR;4104006;Campina Grande do Sul;504;865;769;712;621;215;55;
PR;4104055;Campo Bonito;1348;2850;2900;3391;2844;1450;1450;
PR;4104105;Campo do Tenente;2507;2931;2978;1820;4425;1080;550;
PR;4104204;Campo Largo;11711;9408;9270;10977;6403;2870;2350;
PR;4104253;Campo Magro;615;1240;672;650;706;395;350;
PR;4104303;Campo Mourão;273;224;286;528;340;550;300;
PR;4104402;Cândido de Abreu;7395;5841;5956;7000;520;2750;2400;
PR;4104428;Candói;5750;5550;6279;4734;11552;6550;3900;
PR;4104451;Cantagalo;1951;1622;2720;2480;3372;1650;1180;
PR;4104501;Capanema;990;370;540;380;280;300;540;
PR;4104600;Capitão Leônidas Marques;691;650;726;220;433;355;355;
PR;4104659;Carambeí;10540;8093;8425;7400;9849;5100;4970;
PR;4104709;Carlópolis;1070;1070;306;278;212;185;175;
PR;4104808;Cascavel;6100;8993;4320;4444;6164;3950;3950;
PR;4104907;Castro;31880;26420;25225;17800;21912;11500;10600;
PR;4105003;Catanduvas;3566;2980;2360;943;2480;1450;1450;
PR;4105102;Centenário do Sul;13;0;535;0;0;;;
PR;4105201;Cerro Azul;8856;8856;5678;9644;9836;5210;2300;
PR;4105300;Céu Azul;294;580;198;140;229;115;110;
PR;4105409;Chopinzinho;4245;5620;6200;6126;3547;14400;9400;
PR;4105508;Cianorte;29;32;28;29;29;32;32;
PR;4105607;Cidade Gaúcha;0;0;0;0;0;;;
PR;4105706;Clevelândia;6175;4695;14880;13600;36750;22550;10500;
PR;4105805;Colombo;117;240;134;344;228;100;45;
PR;4105904;Colorado;0;6;1;0;0;;;
PR;4106001;Congonhinhas;45;46;39;42;45;59;59;
PR;4106100;Conselheiro Mairinck;633;620;675;335;606;878;588;
PR;4106209;Contenda;3440;3040;3440;3098;4895;2470;2050;
PR;4106308;Corbélia;2858;3000;2200;2650;2101;1385;1385;
PR;4106407;Cornélio Procópio;27;2;0;0;0;;5;
PR;4106456;Coronel Domingos Soares;560;835;300;360;390;92;70;
PR;4106506;Coronel Vivida;4880;9275;3350;2929;4005;5800;4300;
PR;4106555;Corumbataí do Sul;113;109;88;159;40;30;40;
PR;4106571;Cruzeiro do Iguaçu;864;720;772;1240;323;1580;2200;
PR;4106605;Cruzeiro do Oeste;0;0;0;0;0;;;
PR;4106704;Cruzeiro do Sul;0;0;0;0;0;;;
PR;4106803;Cruz Machado;13650;9500;7500;7800;7200;6000;5000;
PR;4106852;Cruzmaltina;30;8;8;0;0;;;
PR;4106902;Curitiba;70;74;40;50;54;25;20;
PR;4107009;Curiúva;588;768;498;175;729;840;740;
PR;4107108;Diamante do Norte;6;6;1;1;0;;;
PR;4107124;Diamante do Sul;338;376;768;512;401;450;700;
PR;4107157;Diamante D'Oeste;81;70;37;46;35;45;10;
PR;4107207;Dois Vizinhos;2940;3870;3654;4100;2560;8150;9200;
PR;4107256;Douradina;10;0;1;0;0;;80;
PR;4107306;Doutor Camargo;2;4;0;0;0;;17;
PR;4107405;Enéas Marques;665;395;420;290;173;370;370;
PR;4107504;Engenheiro Beltrão;30;15;36;60;72;20;50;
PR;4107520;Esperança Nova;8;6;12;3;0;;;
PR;4107538;Entre Rios do Oeste;3;0;4;4;0;;2;
PR;4107546;Espigão Alto do Iguaçu;3211;1660;3290;2140;783;1215;1030;
PR;4107553;Farol;266;104;124;61;2;;;
PR;4107603;Faxinal;90;68;160;165;68;45;45;
PR;4107652;Fazenda Rio Grande;602;576;440;495;477;215;230;
PR;4107702;Fênix;34;26;17;8;0;;14;
PR;4107736;Fernandes Pinheiro;7150;5206;7417;9288;6840;4500;4420;
PR;4107751;Figueira;266;202;173;151;104;465;235;
PR;4107801;Floraí;1;0;0;0;1;1;1;
PR;4107850;Flor da Serra do Sul;500;535;408;294;201;465;520;
PR;4107900;Floresta;0;0;0;0;0;;3;
PR;4108007;Florestópolis;100;60;100;10;6;5;5;
PR;4108106;Flórida;0;0;6;10;0;2;3;
PR;4108205;Formosa do Oeste;0;0;0;0;0;;;
PR;4108304;Foz do Iguaçu;15;13;16;16;19;40;;
PR;4108320;Francisco Alves;0;0;0;0;0;;;
PR;4108403;Francisco Beltrão;1000;2760;2060;1390;960;2600;3080;
PR;4108452;Foz do Jordão;1766;2186;2846;2232;4189;2270;1590;
PR;4108502;General Carneiro;450;300;250;200;300;200;200;
PR;4108551;Godoy Moreira;291;288;288;256;192;50;50;
PR;4108601;Goioerê;37;23;33;33;35;3;3;
PR;4108650;Goioxim;3007;4655;3906;3361;5175;3420;2680;
PR;4108700;Grandes Rios;543;543;476;475;467;80;80;
PR;4108809;Guaíra;0;0;0;0;0;;;
PR;4108908;Guairaçá;12;12;12;12;6;5;1;
PR;4108957;Guamiranga;2330;1930;6026;4500;4692;2200;2480;
PR;4109005;Guapirama;99;414;337;248;117;110;405;
PR;4109104;Guaporema;0;0;0;0;0;;;
PR;4109203;Guaraci;0;0;5;0;0;;;
PR;4109302;Guaraniaçu;542;890;1413;1808;984;1035;1230;
PR;4109401;Guarapuava;7278;7575;8544;11824;11570;7200;4900;
PR;4109500;Guaraqueçaba;6;2;4;4;4;4;6;
PR;4109609;Guaratuba;5;2;4;4;4;4;5;
PR;4109658;Honório Serpa;1220;845;1270;1880;3016;8900;8200;
PR;4109708;Ibaiti;1680;1790;668;340;654;965;545;
PR;4109757;Ibema;650;1500;1710;1763;1596;800;800;
PR;4109807;Ibiporã;0;1;0;1;1;;;
PR;4109906;Icaraíma;20;0;0;0;106;;;
PR;4110003;Iguaraçu;279;119;216;15;0;;;
PR;4110052;Iguatu;115;116;31;48;16;10;10;
PR;4110078;Imbaú;369;311;525;555;540;370;390;
PR;4110102;Imbituva;12018;8694;11561;12548;9639;5800;5500;
PR;4110201;Inácio Martins;1677;1206;1256;2374;1529;800;805;
PR;4110300;Inajá;0;0;0;0;0;;;
PR;4110409;Indianópolis;2;4;4;4;4;2;2;
PR;4110508;Ipiranga;6900;5270;5865;4250;7080;3150;3080;
PR;4110607;Iporã;0;140;0;0;0;;;
PR;4110656;Iracema do Oeste;8;0;0;0;0;;;
PR;4110706;Irati;40963;28983;24656;35017;40610;18950;17500;
PR;4110805;Iretama;305;129;156;218;80;37;130;
PR;4110904;Itaguajé;21;0;0;6;0;20;20;
PR;4110953;Itaipulândia;50;4;4;0;0;;;
PR;4111001;Itambaracá;16;0;2;2;0;;2;
PR;4111100;Itambé;0;0;0;0;0;;;
PR;4111209;Itapejara d'Oeste;5100;3520;4320;2850;1575;4200;5100;
PR;4111258;Itaperuçu;967;1592;987;2484;1842;820;315;
PR;4111308;Itaúna do Sul;0;0;0;0;0;;;
PR;4111407;Ivaí;23480;18090;17730;14300;9750;9200;6630;
PR;4111506;Ivaiporã;1708;1988;1988;1465;1983;150;150;
PR;4111555;Ivaté;20;2;74;192;0;;;
PR;4111605;Ivatuba;0;0;0;0;0;;;
PR;4111704;Jaboti;144;168;88;78;81;410;360;
PR;4111803;Jacarezinho;170;170;174;182;281;260;206;
PR;4111902;Jaguapitã;78;67;72;7;5;6;;
PR;4112009;Jaguariaíva;4290;3072;3298;2975;2705;2150;1980;
PR;4112108;Jandaia do Sul;60;30;7;5;5;3;3;
PR;4112207;Janiópolis;31;0;52;34;7;15;140;
PR;4112306;Japira;630;510;198;306;284;360;360;
PR;4112405;Japurá;0;0;0;0;0;;;
PR;4112504;Jardim Alegre;569;717;561;1156;833;110;110;
PR;4112603;Jardim Olinda;0;0;0;0;0;;;
PR;4112702;Jataizinho;6;3;4;2;2;2;2;
PR;4112751;Jesuítas;240;230;135;100;50;60;60;
PR;4112801;Joaquim Távora;216;300;62;153;171;95;138;
PR;4112900;Jundiaí do Sul;929;1000;865;385;824;610;740;
PR;4112959;Juranda;0;1825;474;800;340;75;300;
PR;4113007;Jussara;1;1;1;1;1;1;1;
PR;4113106;Kaloré;18;45;70;42;22;13;13;
PR;4113205;Lapa;12170;16619;17730;19875;14246;5000;3000;
PR;4113254;Laranjal;292;288;288;304;308;125;420;
PR;4113304;Laranjeiras do Sul;1941;1227;3818;2704;1607;1995;2330;
PR;4113403;Leópolis;27;9;11;11;6;5;16;
PR;4113429;Lidianópolis;262;243;206;211;208;20;20;
PR;4113452;Lindoeste;305;221;104;256;141;125;125;
PR;4113502;Loanda;0;0;0;0;0;;;
