CNES - Recursos Físicos - Ambulatório - Consultórios - Brasil
Clin.Especializada por Município e Ano/mês compet.
Período:2024
"Município";"2024/Jan";"2024/Fev";"2024/Mar";"2024/Abr";"2024/Mai";"2024/Jun";"2024/Jul";"2024/Ago";"2024/Set";"2024/Out";"2024/Nov";"2024/Dez"
"314480 NOVA LIMA";265;265;291;293;293;289;294;294;296;300;300;302
"314500 NOVA PONTE";9;9;10;10;10;10;10;11;11;11;11;11
"314505 NOVA PORTEIRINHA";4;4;4;4;4;4;4;4;4;4;4;4
"314510 NOVA RESENDE";4;4;4;4;4;4;4;4;4;4;4;4
"314520 NOVA SERRANA";30;31;31;31;31;31;31;31;31;31;31;31
"314530 NOVO CRUZEIRO";1;1;1;1;1;1;1;1;1;1;1;1
"314535 NOVO ORIENTE DE MINAS";1;1;1;1;1;1;1;1;1;1;1;1
"314550 OLIMPIO NORONHA";1;1;1;1;1;1;1;1;1;1;1;1
"314560 OLIVEIRA";52;52;57;57;57;57;57;57;57;57;57;57
"314570 OLIVEIRA FORTES";2;2;2;2;2;2;2;2;2;2;2;2
"314590 OURO BRANCO";68;72;72;72;72;72;72;72;72;75;76;77
"314600 OURO FINO";24;24;24;24;25;24;24;26;27;27;27;27
"314610 OURO PRETO";50;50;50;50;50;50;51;51;51;51;51;51
"314630 PADRE PARAISO";1;1;1;1;1;1;1;1;1;1;1;1
"314640 PAINEIRAS";1;1;1;1;1;1;1;1;1;1;1;1
"314670 PALMA";4;4;4;4;4;4;4;4;4;4;4;4
"314675 PALMOPOLIS";4;4;4;4;4;4;4;4;4;4;4;4
"314690 PAPAGAIOS";8;10;10;10;10;10;10;10;10;10;10;10
"314700 PARACATU";65;65;65;74;74;77;77;77;77;77;78;79
"314710 PARA DE MINAS";59;59;63;63;62;62;59;59;59;85;85;83
"314720 PARAGUACU";18;18;18;18;21;21;21;21;21;21;21;21
"314730 PARAISOPOLIS";24;24;24;24;26;26;26;26;26;26;26;26
"314740 PARAOPEBA";5;5;5;5;5;4;4;4;4;4;4;4
"314760 PASSA QUATRO";11;11;11;11;11;11;11;13;13;13;13;13
"314770 PASSA TEMPO";4;4;4;4;4;4;4;4;4;4;4;4
"314790 PASSOS";187;187;187;188;190;193;193;194;197;197;197;204
"314800 PATOS DE MINAS";300;300;300;300;302;302;303;303;306;306;317;317
"314810 PATROCINIO";104;104;104;104;104;104;105;105;107;107;107;107
"314820 PATROCINIO DO MURIAE";1;1;1;1;1;1;1;1;1;1;1;1
"314850 PAVAO";1;1;1;1;1;1;1;1;1;1;1;1
"314860 PECANHA";5;5;5;5;5;5;5;5;5;5;5;5
"314870 PEDRA AZUL";17;17;17;17;17;17;17;17;17;17;17;17
"314910 PEDRALVA";2;2;2;2;2;2;2;2;2;2;2;2
"314915 PEDRAS DE MARIA DA CRUZ";4;4;4;4;4;4;4;4;4;4;4;4
"314920 PEDRINOPOLIS";1;1;1;1;1;1;1;1;1;1;1;1
"314930 PEDRO LEOPOLDO";66;66;68;69;69;69;69;69;69;69;69;69
"314950 PEQUERI";2;2;2;2;2;2;2;2;2;2;2;2
"314960 PEQUI";1;1;1;1;1;1;1;1;1;1;1;1
"314980 PERDIZES";8;8;8;8;8;8;8;8;9;9;9;9
"314990 PERDOES";8;8;8;9;9;9;9;9;9;9;9;9
"314995 PERIQUITO";1;1;1;1;1;1;1;1;1;1;1;1
"315010 PIAU";1;1;1;1;1;1;1;1;1;1;1;1
"315015 PIEDADE DE CARATINGA";1;1;1;1;1;1;1;1;1;1;1;1
"315030 PIEDADE DO RIO GRANDE";4;4;4;4;4;4;4;4;4;4;4;4
"315040 PIEDADE DOS GERAIS";2;2;2;2;2;2;2;2;2;2;2;2
"315050 PIMENTA";1;1;1;1;1;1;1;1;1;1;1;1
"315053 PINGO-D'AGUA";2;2;2;2;2;2;2;2;2;2;2;2
"315060 PIRACEMA";3;3;3;3;3;3;3;3;3;3;3;3
"315080 PIRANGA";7;7;7;7;7;7;7;7;7;7;7;7
"315090 PIRANGUCU";5;5;5;5;5;5;5;5;5;5;5;5
"315100 PIRANGUINHO";-;-;-;-;-;-;4;4;4;4;4;4
"315110 PIRAPETINGA";10;10;10;10;10;10;10;10;10;10;10;10
"315120 PIRAPORA";43;43;43;43;43;43;43;45;45;45;45;45
"315130 PIRAUBA";4;4;4;4;4;4;4;4;4;4;4;4
"315140 PITANGUI";6;6;6;6;6;6;6;6;6;6;6;6
"315150 PIUMHI";88;88;93;93;93;95;96;96;96;96;101;106
"315160 PLANURA";2;2;2;2;2;2;2;2;2;2;2;2
"315170 POCO FUNDO";27;27;27;27;27;27;27;27;27;27;27;27
"315180 POCOS DE CALDAS";267;268;268;268;268;268;267;267;267;267;267;267
"315190 POCRANE";2;2;2;2;2;2;2;2;3;3;3;3
"315200 POMPEU";13;13;13;13;13;13;13;13;13;13;13;13
"315210 PONTE NOVA";79;78;78;78;78;78;79;79;79;79;79;80
"315217 PONTO DOS VOLANTES";4;4;4;4;4;4;4;4;4;4;4;4
"315220 PORTEIRINHA";18;18;18;21;28;29;29;29;29;29;30;32
"315230 PORTO FIRME";6;6;6;6;6;6;6;6;6;6;6;6
"315250 POUSO ALEGRE";616;623;620;623;623;641;655;667;663;669;671;678
"315260 POUSO ALTO";1;2;2;1;1;1;1;1;1;1;1;1
"315280 PRATA";17;17;17;17;17;17;17;17;17;17;17;17
"315290 PRATAPOLIS";3;3;3;3;3;3;3;5;5;5;5;5
"315300 PRATINHA";1;1;1;1;1;1;1;1;1;1;1;1
"315310 PRESIDENTE BERNARDES";1;1;1;1;1;1;1;1;1;1;1;1
"315320 PRESIDENTE JUSCELINO";1;1;1;1;1;1;1;1;1;1;1;1
"315330 PRESIDENTE KUBITSCHEK";1;1;1;1;1;1;1;1;1;1;1;1
"315340 PRESIDENTE OLEGARIO";4;4;4;4;4;4;4;8;13;13;13;13
"315350 ALTO JEQUITIBA";3;3;3;3;3;3;3;3;3;3;3;3
"315370 QUARTEL GERAL";2;2;2;2;2;1;2;2;2;2;2;2
"315390 RAPOSOS";2;2;2;2;2;2;2;2;2;2;2;2
"315400 RAUL SOARES";13;13;13;13;13;13;13;13;15;15;15;15
"315410 RECREIO";1;1;1;2;2;2;2;2;2;2;2;2
"315430 RESPLENDOR";8;8;8;8;8;8;8;8;8;8;8;8
"315440 RESSAQUINHA";5;5;5;5;5;5;5;5;5;5;5;5
"315445 RIACHINHO";-;1;1;1;2;2;2;2;2;2;2;2
"315450 RIACHO DOS MACHADOS";2;2;2;2;2;2;3;3;3;3;3;3
"315460 RIBEIRAO DAS NEVES";38;38;38;38;38;38;38;38;38;38;38;38
"315480 RIO ACIMA";9;9;9;9;9;9;9;9;9;9;9;9
"315490 RIO CASCA";14;14;14;14;15;15;15;15;15;15;15;15
"315500 RIO DOCE";1;1;1;1;1;1;1;1;1;1;1;1
"315510 RIO DO PRADO";1;1;1;1;1;1;1;1;1;1;1;1
"315530 RIO MANSO";1;1;1;1;1;1;1;1;1;1;1;1
"315540 RIO NOVO";1;1;1;1;1;1;1;1;1;1;1;1
"315550 RIO PARANAIBA";7;7;7;7;7;7;7;6;6;6;6;6
"315560 RIO PARDO DE MINAS";4;4;4;4;4;4;4;4;4;4;4;4
"315570 RIO PIRACICABA";3;3;3;1;1;1;1;1;1;1;1;1
"315580 RIO POMBA";17;17;17;17;17;17;17;17;17;17;17;17
"315590 RIO PRETO";-;-;-;-;-;-;6;6;6;6;6;6
"315600 RIO VERMELHO";3;3;3;3;3;3;3;3;3;3;3;3
"315610 RITAPOLIS";21;21;21;21;21;21;21;21;21;21;21;21
"315620 ROCHEDO DE MINAS";1;1;1;1;1;1;1;1;1;1;1;1
"315640 ROMARIA";1;1;1;1;1;1;1;1;1;1;1;1
"315660 RUBIM";6;6;6;6;6;6;6;6;6;6;6;6
"315670 SABARA";27;27;27;27;27;32;32;32;32;32;32;32
"315680 SABINOPOLIS";7;7;7;7;10;10;10;10;10;10;10;10
"315690 SACRAMENTO";46;46;46;46;46;47;47;47;47;47;47;47
"315700 SALINAS";60;60;60;65;65;65;66;67;67;67;67;67
"315720 SANTA BARBARA";27;31;31;31;31;31;31;31;31;31;31;31
"315740 SANTA CRUZ DO ESCALVADO";1;1;1;1;1;1;1;1;1;1;1;1
"315760 SANTA FE DE MINAS";1;1;1;1;1;1;1;1;1;1;1;1
"315770 SANTA JULIANA";2;2;2;2;2;2;2;2;2;2;2;2
"315780 SANTA LUZIA";227;234;235;246;247;247;248;249;253;255;259;260
"315790 SANTA MARGARIDA";1;1;1;1;1;1;1;1;1;1;1;1
"315800 SANTA MARIA DE ITABIRA";4;4;4;4;4;4;4;4;4;4;4;4
"315810 SANTA MARIA DO SALTO";3;3;3;3;3;3;3;3;3;3;3;3
"315820 SANTA MARIA DO SUACUI";2;2;2;2;2;2;2;2;2;2;2;2
"315830 SANTANA DA VARGEM";2;2;2;2;2;2;2;2;2;2;2;2
"315840 SANTANA DE CATAGUASES";2;2;2;2;2;2;2;2;2;2;2;2
"315860 SANTANA DO DESERTO";1;1;1;1;1;1;1;1;1;1;1;1
"315890 SANTANA DO MANHUACU";2;2;2;2;2;2;2;2;2;2;2;2
"315895 SANTANA DO PARAISO";18;18;18;18;18;18;18;18;19;19;19;19
"315900 SANTANA DO RIACHO";1;1;1;1;1;1;1;1;1;1;1;1
"315920 SANTA RITA DE CALDAS";7;2;2;2;7;7;7;7;7;7;7;7
"315930 SANTA RITA DE JACUTINGA";2;2;2;2;2;2;2;2;2;2;2;2
"315935 SANTA RITA DE MINAS";2;2;2;2;2;2;2;2;2;2;2;2
"315950 SANTA RITA DO ITUETO";1;1;1;1;1;1;1;1;1;1;1;1
"315960 SANTA RITA DO SAPUCAI";19;19;19;19;19;19;20;20;20;20;20;20
"315980 SANTA VITORIA";5;5;5;8;8;8;8;8;8;8;8;8
"315990 SANTO ANTONIO DO AMPARO";31;31;31;31;31;31;31;31;32;32;32;32
"316010 SANTO ANTONIO DO GRAMA";1;1;1;1;1;1;1;1;1;1;1;1
"316030 SANTO ANTONIO DO JACINTO";2;2;2;2;2;2;2;2;2;2;2;2
"316040 SANTO ANTONIO DO MONTE";19;19;19;19;19;19;19;19;19;19;19;19
"316045 SANTO ANTONIO DO RETIRO";2;2;2;2;2;2;2;2;2;2;2;2
"316070 SANTOS DUMONT";35;35;35;35;36;36;36;36;36;36;36;36
"316100 SAO DOMINGOS DO PRATA";18;18;18;18;18;18;18;18;18;19;20;20
"316105 SAO FELIX DE MINAS";1;1;1;1;1;1;1;1;1;1;1;1
"316110 SAO FRANCISCO";12;12;12;12;12;12;12;12;12;12;12;12
"316130 SAO FRANCISCO DE SALES";5;5;5;5;5;5;5;5;5;5;5;5
"316140 SAO FRANCISCO DO GLORIA";1;1;1;1;1;1;1;4;4;4;4;4
"316170 SAO GONCALO DO ABAETE";-;1;1;1;1;1;1;1;1;1;1;1
"316190 SAO GONCALO DO RIO ABAIXO";3;3;3;3;3;3;3;3;3;3;3;3
"316200 SAO GONCALO DO SAPUCAI";15;15;15;15;15;15;15;15;15;15;15;15
"316210 SAO GOTARDO";33;33;33;33;33;34;34;34;34;29;29;30
"316220 SAO JOAO BATISTA DO GLORIA";3;3;3;3;3;3;3;3;3;3;3;3
"316240 SAO JOAO DA PONTE";2;2;2;2;2;2;2;2;2;2;2;2
"316250 SAO JOAO DEL REI";200;200;200;201;203;204;205;207;207;210;210;213
"316265 SAO JOAO DO PACUI";4;4;4;4;4;4;4;4;4;4;4;4
"316270 SAO JOAO DO PARAISO";9;9;9;9;9;9;9;9;9;9;9;9
"316280 SAO JOAO EVANGELISTA";9;9;9;9;11;11;13;13;13;13;13;13
"316290 SAO JOAO NEPOMUCENO";15;15;15;15;15;15;16;16;16;16;16;19
"316292 SAO JOAQUIM DE BICAS";5;5;5;5;5;5;5;5;5;5;5;5
"316294 SAO JOSE DA BARRA";2;2;2;2;2;2;3;3;3;3;3;3
"316295 SAO JOSE DA LAPA";2;2;2;2;2;2;2;2;2;2;2;2
"316370 SAO LOURENCO";142;143;143;144;148;150;152;156;160;162;165;165
"316380 SAO MIGUEL DO ANTA";2;2;2;2;2;2;2;3;3;3;3;3
"316390 SAO PEDRO DA UNIAO";1;1;1;1;1;1;1;1;1;1;1;1
"316430 SAO ROQUE DE MINAS";3;3;3;3;3;3;3;3;3;3;3;3
"316450 SAO SEBASTIAO DO MARANHAO";2;2;2;2;2;2;2;2;2;2;2;2
"316470 SAO SEBASTIAO DO PARAISO";134;133;133;131;131;133;133;133;133;134;135;135
"316510 SAO TOMAS DE AQUINO";5;5;5;5;5;5;5;5;5;5;5;5
"316520 SAO THOME DAS LETRAS";3;3;3;3;3;3;3;3;3;3;3;3
"316530 SAO VICENTE DE MINAS";2;2;2;2;2;2;2;2;2;2;2;2
"316540 SAPUCAI-MIRIM";-;-;-;-;-;-;-;-;-;-;-;1
"316550 SARDOA";-;-;-;-;-;-;-;-;1;1;1;1
"316553 SARZEDO";13;13;13;13;16;16;22;22;22;26;26;26
"316555 SETUBINHA";1;1;1;1;1;1;1;1;1;1;1;1
"316620 SENHORA DOS REMEDIOS";2;2;2;2;2;2;2;2;2;2;2;2
"316630 SERICITA";2;2;2;2;2;2;2;2;2;2;2;2
"316660 SERRA DA SAUDADE";1;1;1;1;1;1;1;1;1;1;1;1
"316680 SERRA DO SALITRE";12;12;12;12;12;12;12;12;12;12;12;12
"316690 SERRANIA";1;1;1;1;1;1;1;1;1;1;1;1
"316710 SERRO";9;9;9;9;9;9;9;9;9;9;9;9
"316720 SETE LAGOAS";271;280;284;285;287;286;288;288;289;293;293;294
"316740 SILVIANOPOLIS";1;1;1;1;1;1;1;1;1;1;1;1
"316760 SIMONESIA";4;4;4;4;4;4;12;12;12;12;12;12
"316770 SOBRALIA";1;1;1;1;1;1;1;1;1;1;1;1
"316780 SOLEDADE DE MINAS";1;1;1;1;1;1;1;1;1;1;1;1
"316800 TAIOBEIRAS";17;19;19;19;19;19;19;19;19;19;19;19
"316810 TAPIRA";1;1;1;1;1;1;1;1;1;1;1;1
"316830 TAQUARACU DE MINAS";3;3;3;3;3;3;3;3;3;3;3;3
"316840 TARUMIRIM";3;3;3;3;3;3;3;3;3;3;3;3
"316850 TEIXEIRAS";6;6;6;6;6;6;6;6;6;6;6;6
"316860 TEOFILO OTONI";255;257;257;257;257;257;258;260;261;261;261;261
"316870 TIMOTEO";63;63;64;64;64;64;64;64;64;64;64;65
"316880 TIRADENTES";1;1;1;1;1;9;9;9;9;9;9;9
"316890 TIROS";2;2;2;2;2;2;2;2;2;2;2;2
"316900 TOCANTINS";3;3;3;3;3;3;3;3;3;3;3;3
"316920 TOMBOS";7;7;7;7;7;7;7;7;7;7;7;7
"316930 TRES CORACOES";67;66;69;69;69;69;69;70;70;70;72;75
"316935 TRES MARIAS";18;18;18;19;19;19;19;20;20;20;20;20
"316940 TRES PONTAS";115;120;121;122;122;124;125;126;129;128;129;129
"316950 TUMIRITINGA";1;1;1;1;1;1;1;1;1;1;1;1
"316960 TUPACIGUARA";4;4;4;4;4;7;15;14;14;14;14;14
"316970 TURMALINA";10;10;10;10;10;11;11;12;12;13;13;13
"316980 TURVOLANDIA";1;1;1;1;1;1;1;1;1;1;1;1
"316990 UBA";197;197;197;197;197;197;197;197;197;197;195;195
"317000 UBAI";1;1;1;1;-;-;-;-;-;-;-;-
"317005 UBAPORANGA";1;1;1;1;1;1;1;1;1;1;1;1
"317010 UBERABA";517;518;518;518;519;518;519;518;518;517;517;518
"317020 UBERLANDIA";1110;1114;1152;1158;1161;1169;1169;1176;1290;1294;1297;1304
"317040 UNAI";77;79;83;90;92;95;97;100;103;105;106;105
"317043 UNIAO DE MINAS";1;1;1;1;1;1;1;1;1;1;1;1
"317047 URUANA DE MINAS";2;2;2;2;2;2;2;2;2;2;2;2
"317052 URUCUIA";2;2;2;2;2;2;2;2;2;2;2;2
"317065 VARGEM GRANDE DO RIO PARDO";-;-;-;1;1;1;1;1;1;1;1;1
"317070 VARGINHA";312;312;313;313;314;314;315;316;316;316;317;327
"317075 VARJAO DE MINAS";-;-;-;-;-;-;-;-;-;-;-;1
"317080 VARZEA DA PALMA";6;6;6;6;6;6;6;8;8;8;8;8
"317090 VARZELANDIA";4;4;4;5;5;5;5;5;5;5;5;5
"317100 VAZANTE";15;17;17;17;16;17;18;18;18;18;18;18
"317103 VERDELANDIA";2;2;2;2;2;2;2;2;2;2;2;2
"317110 VERISSIMO";3;3;3;3;3;3;3;3;3;3;3;3
"317120 VESPASIANO";71;71;71;71;72;72;78;78;79;79;78;78
"317130 VICOSA";313;314;316;316;315;315;316;320;320;321;321;321
"317150 MATHIAS LOBATO";4;4;4;4;4;4;4;4;4;4;4;4
"317160 VIRGEM DA LAPA";3;3;3;3;3;3;3;3;3;3;3;3
"317170 VIRGINIA";3;3;3;3;4;4;4;4;4;4;4;4
"317180 VIRGINOPOLIS";2;2;2;2;2;2;2;2;2;2;2;2
"317200 VISCONDE DO RIO BRANCO";26;26;26;27;27;27;27;27;27;27;27;27
"317210 VOLTA GRANDE";2;2;2;2;2;2;2;2;2;2;2;2
"320010 AFONSO CLAUDIO";53;53;53;53;53;53;53;53;53;53;53;53
"320013 AGUIA BRANCA";4;4;4;4;4;4;4;4;4;4;4;4
"320016 AGUA DOCE DO NORTE";11;11;11;11;11;11;11;11;9;9;9;9
"320020 ALEGRE";23;23;23;23;23;23;23;23;23;23;23;23
"320030 ALFREDO CHAVES";5;6;6;6;6;6;6;6;6;6;6;7
"320040 ANCHIETA";20;20;20;20;20;20;20;20;20;23;23;23
"320050 APIACA";3;3;3;3;3;3;3;3;3;3;3;3
"320060 ARACRUZ";112;112;112;112;112;112;112;112;114;114;117;117
"320070 ATILIO VIVACQUA";11;11;11;11;11;11;11;11;11;11;11;11
"320080 BAIXO GUANDU";21;21;21;21;21;21;20;21;21;21;21;21
"320090 BARRA DE SAO FRANCISCO";54;54;54;54;54;54;54;54;54;54;54;54
"320100 BOA ESPERANCA";4;4;4;4;4;4;4;4;4;4;4;4
"320110 BOM JESUS DO NORTE";6;6;6;6;6;8;8;8;8;8;8;8
"320115 BREJETUBA";7;7;7;7;7;7;7;7;7;7;7;7
"320120 CACHOEIRO DE ITAPEMIRIM";250;258;258;255;255;255;256;257;257;259;260;257
"320130 CARIACICA";235;235;233;233;233;226;226;226;226;226;215;215
"320140 CASTELO";47;47;46;46;46;46;46;46;46;46;46;46
"320150 COLATINA";311;310;313;313;314;318;318;321;329;331;331;331
"320160 CONCEICAO DA BARRA";4;4;4;4;4;4;4;4;4;4;4;4
"320170 CONCEICAO DO CASTELO";11;11;11;11;11;11;11;11;11;11;11;11
"320180 DIVINO DE SAO LOURENCO";3;3;3;3;3;3;3;3;3;3;3;3
"320190 DOMINGOS MARTINS";18;18;18;18;18;18;19;19;19;19;19;19
"320200 DORES DO RIO PRETO";2;3;3;3;4;4;5;5;5;5;5;5
"320210 ECOPORANGA";4;4;4;4;4;4;4;4;4;4;4;4
"320220 FUNDAO";7;7;7;7;7;7;7;7;7;7;7;7
"320230 GUACUI";41;41;42;42;42;42;42;42;42;42;42;42
"320240 GUARAPARI";131;131;136;136;136;137;137;137;139;139;139;145
"320245 IBATIBA";32;32;31;31;31;31;31;31;31;31;31;31
"320250 IBIRACU";2;2;2;2;2;2;2;2;2;2;2;2
"320255 IBITIRAMA";2;2;2;2;2;2;2;2;2;2;2;2
"320260 ICONHA";11;11;11;11;11;11;11;11;11;11;11;11
"320265 IRUPI";3;3;3;3;3;3;3;3;3;3;3;3
"320270 ITAGUACU";8;8;8;8;8;8;8;8;8;8;8;8
"320280 ITAPEMIRIM";17;17;17;17;17;17;17;17;17;17;17;17
"320290 ITARANA";7;7;7;7;7;7;7;7;7;7;7;7
"320300 IUNA";17;17;17;17;17;17;17;17;17;17;17;17
"320305 JAGUARE";6;6;6;6;6;6;6;6;6;6;6;6
"320310 JERONIMO MONTEIRO";1;1;1;1;1;1;1;3;4;4;4;4
"320313 JOAO NEIVA";2;2;2;2;2;2;1;1;1;1;1;1
"320316 LARANJA DA TERRA";-;-;-;-;2;2;2;2;2;2;2;2
"320320 LINHARES";484;482;488;495;496;510;510;514;514;512;513;513
"320330 MANTENOPOLIS";5;5;5;5;5;5;5;5;5;5;5;5
"320332 MARATAIZES";80;80;80;80;80;80;77;77;77;77;77;77
"320334 MARECHAL FLORIANO";21;21;21;21;21;22;22;22;23;23;23;23
"320335 MARILANDIA";3;3;4;9;9;9;9;9;9;9;9;9
"320340 MIMOSO DO SUL";24;24;24;24;24;24;24;24;24;24;24;24
"320350 MONTANHA";4;4;4;4;4;4;4;4;4;4;4;4
"320360 MUCURICI";5;5;5;5;5;5;5;5;5;5;5;5
"320370 MUNIZ FREIRE";6;6;6;6;6;6;6;6;6;6;6;6
"320380 MUQUI";3;3;3;3;3;3;3;3;3;3;3;3
"320390 NOVA VENECIA";55;55;55;55;55;55;56;56;56;56;56;56
"320400 PANCAS";1;1;1;1;1;1;1;1;1;1;1;1
"320405 PEDRO CANARIO";5;5;5;5;5;5;5;5;5;5;5;5
"320410 PINHEIROS";19;19;19;19;19;19;19;19;20;20;20;20
"320420 PIUMA";28;28;28;28;28;28;28;28;28;26;26;26
"320425 PONTO BELO";2;2;2;2;2;2;2;2;2;2;2;2
"320430 PRESIDENTE KENNEDY";1;1;1;1;1;1;1;1;1;1;1;1
"320435 RIO BANANAL";3;3;3;3;3;3;3;3;3;3;3;3
"320440 RIO NOVO DO SUL";5;5;5;5;5;5;5;5;5;5;5;5
"320450 SANTA LEOPOLDINA";2;2;2;2;2;2;2;2;2;2;2;2
"320455 SANTA MARIA DE JETIBA";20;20;20;20;20;20;20;20;20;20;20;20
"320460 SANTA TERESA";29;29;29;30;30;30;30;30;30;30;30;30
"320465 SAO DOMINGOS DO NORTE";2;2;2;2;2;2;2;2;2;2;2;2
"320470 SAO GABRIEL DA PALHA";48;50;50;50;50;51;53;53;53;53;53;53
"320480 SAO JOSE DO CALCADO";6;6;6;6;6;6;6;6;6;6;6;6
"320490 SAO MATEUS";178;178;175;177;175;175;176;176;177;176;176;176
"320495 SAO ROQUE DO CANAA";9;9;9;9;9;9;9;9;9;9;9;9
"320500 SERRA";404;407;407;400;400;401;404;406;408;406;412;411
"320501 SOORETAMA";9;9;9;9;9;9;9;9;9;9;9;9
"320503 VARGEM ALTA";4;4;4;4;4;4;4;4;4;4;4;4
"320506 VENDA NOVA DO IMIGRANTE";33;33;33;33;33;32;32;32;32;32;32;32
"320510 VIANA";20;20;20;20;20;20;20;20;20;20;20;20
"320515 VILA PAVAO";3;3;3;3;3;3;3;3;3;3;3;3
"320517 VILA VALERIO";3;3;3;3;3;3;3;3;3;3;3;3
"320520 VILA VELHA";731;704;703;707;707;707;682;679;701;702;714;717
"320530 VITORIA";1247;1249;1255;1268;1279;1303;1315;1326;1337;1354;1366;1401
"330010 ANGRA DOS REIS";263;263;264;264;265;265;265;265;264;264;263;262
"330015 APERIBE";17;17;17;17;17;17;21;21;21;21;21;21
"330020 ARARUAMA";169;169;169;169;168;168;168;168;168;164;164;164
"330022 AREAL";17;17;17;17;17;17;17;17;17;17;17;17
"330023 ARMACAO DOS BUZIOS";33;33;33;33;33;33;33;33;33;33;33;33
"330025 ARRAIAL DO CABO";14;14;14;16;16;16;16;16;16;16;19;19
"330030 BARRA DO PIRAI";60;60;60;60;63;63;56;56;56;56;56;56
"330040 BARRA MANSA";268;268;270;270;270;270;270;271;270;269;272;272
"330045 BELFORD ROXO";242;247;252;253;261;267;268;274;273;268;268;268
"330050 BOM JARDIM";18;18;18;18;18;21;21;22;22;22;22;22
"330060 BOM JESUS DO ITABAPOANA";51;51;51;53;54;54;54;54;55;55;55;55
"330070 CABO FRIO";159;159;157;157;159;162;164;164;163;164;164;164
"330080 CACHOEIRAS DE MACACU";83;83;83;83;83;83;83;83;83;83;83;83
"330090 CAMBUCI";8;8;8;8;13;13;13;13;13;13;13;13
"330093 CARAPEBUS";7;1;1;1;1;1;1;1;1;1;1;1
"330095 COMENDADOR LEVY GASPARIAN";13;13;13;13;13;13;14;14;14;14;14;14
"330100 CAMPOS DOS GOYTACAZES";791;800;800;805;801;803;806;806;815;823;828;827
"330110 CANTAGALO";33;33;33;33;33;32;32;32;32;32;32;32
"330115 CARDOSO MOREIRA";8;8;9;9;9;9;9;9;9;9;9;9
"330120 CARMO";5;5;5;5;5;5;5;5;5;5;5;5
"330130 CASIMIRO DE ABREU";42;42;39;39;39;39;41;41;41;41;41;41
"330140 CONCEICAO DE MACABU";21;21;21;21;21;21;21;21;21;21;21;21
"330150 CORDEIRO";53;53;53;53;53;53;53;54;54;54;54;55
"330160 DUAS BARRAS";11;11;11;11;11;11;11;11;11;11;12;12
"330170 DUQUE DE CAXIAS";420;431;435;445;464;453;481;487;492;513;513;487
"330180 ENGENHEIRO PAULO DE FRONTIN";5;5;6;6;6;6;6;6;6;6;6;6
"330185 GUAPIMIRIM";43;47;47;47;47;47;47;47;47;47;47;47
"330187 IGUABA GRANDE";26;26;26;26;26;27;27;27;27;27;28;28
"330190 ITABORAI";149;161;157;160;160;161;154;155;156;156;157;158
"330200 ITAGUAI";169;169;169;169;169;166;167;167;168;168;168;168
"330205 ITALVA";11;11;11;11;11;11;11;11;11;11;11;11
"330210 ITAOCARA";56;55;55;55;55;56;56;56;56;56;56;56
"330220 ITAPERUNA";405;406;410;410;414;418;434;443;447;455;460;462
"330225 ITATIAIA";29;29;29;29;29;29;29;29;29;29;29;29
"330227 JAPERI";49;49;49;49;49;49;49;49;49;49;49;49
"330230 LAJE DO MURIAE";7;7;7;7;7;7;8;8;8;8;8;8
"330240 MACAE";702;705;708;707;716;722;723;726;729;739;755;761
"330245 MACUCO";4;4;4;4;4;4;4;4;4;4;4;4
"330250 MAGE";96;96;96;96;96;98;96;96;97;97;97;97
"330260 MANGARATIBA";16;16;16;16;16;16;16;16;16;16;16;16
"330270 MARICA";100;100;90;91;96;97;94;94;83;84;85;90
"330280 MENDES";21;21;21;21;21;21;21;21;21;21;21;21
"330285 MESQUITA";54;54;54;54;54;55;55;55;65;65;65;73
"330290 MIGUEL PEREIRA";42;42;42;42;42;42;41;49;49;49;49;49
"330300 MIRACEMA";41;41;41;41;41;40;41;41;41;41;40;40
"330310 NATIVIDADE";18;18;21;21;24;25;25;26;26;26;26;26
"330320 NILOPOLIS";80;81;84;85;86;86;94;100;106;106;106;106
"330330 NITEROI";563;584;606;630;618;641;655;660;670;681;699;694
"330340 NOVA FRIBURGO";345;345;347;343;344;344;345;349;351;352;355;360
"330350 NOVA IGUACU";1037;1037;1038;1039;1035;1031;1032;1043;1042;1035;1034;1029
"330360 PARACAMBI";48;48;48;48;48;48;48;48;48;48;48;48
"330370 PARAIBA DO SUL";53;53;53;53;53;53;52;52;54;54;54;54
"330380 PARATY";19;19;19;19;19;19;19;19;19;19;20;20
"330385 PATY DO ALFERES";20;20;20;20;20;20;20;20;20;20;20;20
"330390 PETROPOLIS";352;360;360;360;362;362;362;362;362;362;402;402
"330395 PINHEIRAL";11;11;11;11;11;11;11;11;12;12;12;12
"330400 PIRAI";26;26;26;26;26;26;26;26;26;27;27;27
"330410 PORCIUNCULA";19;19;19;19;19;24;25;25;25;25;25;25
"330411 PORTO REAL";7;7;7;7;7;7;7;7;7;7;7;7
"330412 QUATIS";9;9;9;9;9;9;9;9;9;9;9;9
"330414 QUEIMADOS";98;98;98;99;99;99;99;99;100;96;100;100
"330415 QUISSAMA";8;8;8;8;8;8;8;8;8;8;8;8
"330420 RESENDE";260;260;260;262;263;263;263;263;261;267;267;267
"330430 RIO BONITO";122;123;123;123;123;123;123;124;124;124;124;124
"330440 RIO CLARO";6;6;6;6;6;6;6;6;6;6;6;6
