CNES - Recursos Físicos - Ambulatório - Leitos de Repouso e Observação - Brasil
Leitos Repouso/Observação Indif por Município e Ano/mês compet.
Período:2024
"Município";"2024/Jan";"2024/Fev";"2024/Mar";"2024/Abr";"2024/Mai";"2024/Jun";"2024/Jul";"2024/Ago";"2024/Set";"2024/Out";"2024/Nov";"2024/Dez"
"315190 POCRANE";1;1;1;1;1;1;1;1;1;1;1;1
"315200 POMPEU";9;9;9;9;9;9;9;9;9;9;9;9
"315210 PONTE NOVA";5;5;5;5;5;5;5;5;5;5;5;5
"315213 PONTO CHIQUE";10;10;10;10;10;10;10;10;10;10;10;10
"315217 PONTO DOS VOLANTES";6;6;6;6;6;6;6;6;6;6;6;6
"315220 PORTEIRINHA";3;3;3;3;3;3;3;3;3;3;3;3
"315230 PORTO FIRME";13;13;13;13;13;13;13;13;13;13;13;13
"315250 POUSO ALEGRE";17;17;17;17;17;17;17;17;17;17;17;17
"315260 POUSO ALTO";1;1;1;1;1;1;1;1;1;1;1;1
"315270 PRADOS";2;2;2;2;2;2;2;2;2;2;2;2
"315290 PRATAPOLIS";6;6;6;6;6;6;6;6;6;6;6;6
"315300 PRATINHA";1;1;1;1;1;1;1;1;1;1;1;1
"315310 PRESIDENTE BERNARDES";3;3;3;3;3;3;2;2;2;2;2;2
"315320 PRESIDENTE JUSCELINO";2;2;2;2;2;2;2;2;2;2;2;2
"315330 PRESIDENTE KUBITSCHEK";1;1;1;1;1;1;1;1;1;1;1;1
"315340 PRESIDENTE OLEGARIO";5;5;5;5;5;5;5;5;5;5;5;5
"315360 PRUDENTE DE MORAIS";1;1;1;1;1;1;1;1;1;1;1;1
"315370 QUARTEL GERAL";2;2;2;2;2;2;2;2;2;2;2;2
"315380 QUELUZITO";3;3;3;3;3;3;3;3;3;3;3;3
"315390 RAPOSOS";2;2;2;2;2;2;2;2;2;2;2;2
"315400 RAUL SOARES";7;7;7;7;7;7;7;7;7;7;7;7
"315410 RECREIO";2;2;2;2;2;2;2;2;2;2;2;2
"315430 RESPLENDOR";10;10;10;10;10;10;10;10;10;10;10;10
"315440 RESSAQUINHA";7;7;7;7;7;7;7;7;7;7;7;7
"315445 RIACHINHO";2;2;2;2;2;2;2;2;2;2;2;2
"315450 RIACHO DOS MACHADOS";5;5;5;5;5;5;5;5;5;5;5;5
"315460 RIBEIRAO DAS NEVES";10;10;10;10;10;10;10;10;10;10;10;10
"315480 RIO ACIMA";4;4;4;4;4;4;4;4;4;4;4;4
"315490 RIO CASCA";4;4;4;4;4;4;4;4;4;4;4;4
"315500 RIO DOCE";4;4;4;4;4;4;4;4;4;4;4;4
"315510 RIO DO PRADO";2;2;2;2;2;2;2;2;2;2;2;2
"315530 RIO MANSO";2;2;2;2;2;2;2;2;2;2;2;2
"315540 RIO NOVO";4;4;4;4;4;4;4;4;4;4;4;4
"315550 RIO PARANAIBA";3;3;3;3;3;3;3;3;3;3;3;3
"315560 RIO PARDO DE MINAS";7;7;7;7;7;7;7;7;7;7;7;7
"315570 RIO PIRACICABA";3;3;3;3;3;3;3;3;3;3;3;3
"315580 RIO POMBA";8;8;8;8;8;8;8;8;8;8;8;8
"315590 RIO PRETO";4;4;4;4;4;4;4;4;4;4;4;4
"315620 ROCHEDO DE MINAS";2;2;2;2;2;2;2;2;2;2;2;2
"315640 ROMARIA";3;3;3;3;3;3;3;3;3;3;3;3
"315650 RUBELITA";8;8;8;8;8;8;8;8;8;8;8;8
"315670 SABARA";2;2;2;2;2;2;2;2;2;2;2;2
"315690 SACRAMENTO";8;8;8;8;8;8;8;8;8;8;8;8
"315727 SANTA BARBARA DO MONTE VERDE";3;3;3;3;3;3;3;3;3;3;3;3
"315730 SANTA BARBARA DO TUGURIO";2;2;2;2;2;2;2;2;2;2;2;2
"315737 SANTA CRUZ DE SALINAS";1;1;1;1;1;1;1;1;1;1;1;1
"315760 SANTA FE DE MINAS";4;4;4;4;4;4;4;4;4;4;4;4
"315765 SANTA HELENA DE MINAS";4;4;4;4;4;4;4;4;4;4;4;4
"315770 SANTA JULIANA";4;4;4;4;4;4;4;4;4;4;4;4
"315780 SANTA LUZIA";14;14;14;14;14;14;14;14;14;14;14;14
"315810 SANTA MARIA DO SALTO";2;2;2;2;2;2;2;2;2;2;2;2
"315830 SANTANA DA VARGEM";3;3;3;3;3;3;3;3;3;3;3;3
"315840 SANTANA DE CATAGUASES";2;2;2;2;2;2;2;2;2;2;2;2
"315870 SANTANA DO GARAMBEU";1;1;1;1;1;1;1;1;1;1;1;1
"315880 SANTANA DO JACARE";4;4;4;4;4;4;4;4;4;4;4;4
"315890 SANTANA DO MANHUACU";2;2;2;2;2;2;2;2;2;2;2;2
"315895 SANTANA DO PARAISO";1;1;1;1;1;1;1;1;1;1;1;1
"315900 SANTANA DO RIACHO";8;8;8;8;8;8;8;8;8;8;8;8
"315910 SANTANA DOS MONTES";3;3;3;3;3;3;3;3;3;3;3;3
"315920 SANTA RITA DE CALDAS";2;2;2;2;2;2;2;2;2;2;2;2
"315935 SANTA RITA DE MINAS";2;2;2;2;2;2;2;2;2;2;2;2
"315940 SANTA RITA DE IBITIPOCA";2;2;2;2;2;2;2;2;2;2;2;2
"315950 SANTA RITA DO ITUETO";3;3;3;3;3;3;8;8;8;8;8;8
"315960 SANTA RITA DO SAPUCAI";4;4;4;4;4;4;4;4;4;4;4;4
"315980 SANTA VITORIA";3;3;3;3;3;3;3;3;3;3;3;3
"316000 SANTO ANTONIO DO AVENTUREIRO";3;3;3;3;3;3;3;3;3;3;3;3
"316010 SANTO ANTONIO DO GRAMA";5;5;5;5;5;5;5;5;5;5;5;5
"316020 SANTO ANTONIO DO ITAMBE";2;2;2;2;2;2;2;2;2;2;2;2
"316030 SANTO ANTONIO DO JACINTO";2;2;2;2;2;2;2;2;2;2;2;2
"316040 SANTO ANTONIO DO MONTE";8;8;8;8;8;8;8;8;8;8;8;8
"316045 SANTO ANTONIO DO RETIRO";2;2;2;2;2;2;2;2;2;2;2;2
"316060 SANTO HIPOLITO";3;3;3;3;3;3;3;3;3;3;3;3
"316070 SANTOS DUMONT";7;7;7;7;7;7;7;7;7;7;7;7
"316080 SAO BENTO ABADE";3;3;3;3;3;3;3;3;3;3;3;3
"316090 SAO BRAS DO SUACUI";2;2;2;2;2;2;2;2;2;2;2;2
"316095 SAO DOMINGOS DAS DORES";1;1;1;1;1;1;1;1;1;1;1;1
"316105 SAO FELIX DE MINAS";5;5;5;5;5;5;5;5;5;5;5;5
"316110 SAO FRANCISCO";4;4;4;4;4;4;4;4;4;4;4;4
"316120 SAO FRANCISCO DE PAULA";2;2;2;2;2;2;2;2;2;2;2;2
"316140 SAO FRANCISCO DO GLORIA";2;2;2;2;2;2;2;2;2;2;2;2
"316150 SAO GERALDO";3;3;3;3;3;3;3;4;4;4;4;4
"316160 SAO GERALDO DA PIEDADE";4;4;4;4;4;4;4;4;4;4;4;4
"316165 SAO GERALDO DO BAIXIO";1;1;1;1;1;1;1;1;1;1;1;1
"316170 SAO GONCALO DO ABAETE";2;2;2;2;2;2;2;2;2;2;2;2
"316180 SAO GONCALO DO PARA";4;4;4;4;4;4;4;4;4;4;4;4
"316190 SAO GONCALO DO RIO ABAIXO";3;3;3;3;3;3;3;3;3;3;3;3
"316200 SAO GONCALO DO SAPUCAI";3;3;3;3;3;3;3;3;3;3;3;3
"316210 SAO GOTARDO";2;2;2;2;2;2;2;2;2;2;2;2
"316240 SAO JOAO DA PONTE";11;11;11;11;11;11;11;11;11;11;11;11
"316245 SAO JOAO DAS MISSOES";8;8;8;8;8;8;8;8;8;8;8;8
"316250 SAO JOAO DEL REI";6;6;6;6;6;6;6;6;6;6;6;6
"316255 SAO JOAO DO MANHUACU";3;3;3;3;3;3;3;3;3;3;3;3
"316257 SAO JOAO DO MANTENINHA";3;3;3;3;3;3;3;3;3;3;3;3
"316260 SAO JOAO DO ORIENTE";5;5;5;5;5;5;5;5;5;5;5;5
"316265 SAO JOAO DO PACUI";2;2;2;2;2;2;2;2;2;2;2;2
"316270 SAO JOAO DO PARAISO";6;6;6;6;6;6;6;6;6;6;6;6
"316290 SAO JOAO NEPOMUCENO";8;8;8;8;8;8;8;8;8;8;8;8
"316292 SAO JOAQUIM DE BICAS";8;8;8;8;8;8;8;8;8;8;8;8
"316300 SAO JOSE DA SAFIRA";5;5;5;5;5;5;5;5;5;5;5;5
"316310 SAO JOSE DA VARGINHA";5;5;5;5;5;5;5;5;5;5;5;5
"316320 SAO JOSE DO ALEGRE";5;5;5;5;5;5;5;5;5;5;5;5
"316330 SAO JOSE DO DIVINO";2;2;2;2;2;2;2;2;2;2;2;2
"316350 SAO JOSE DO JACURI";6;6;6;6;6;6;6;6;6;6;6;6
"316370 SAO LOURENCO";5;5;5;5;5;5;5;5;5;5;5;5
"316380 SAO MIGUEL DO ANTA";-;-;-;-;-;-;-;2;2;2;2;2
"316410 SAO PEDRO DO SUACUI";8;8;8;8;8;8;8;8;8;8;8;8
"316420 SAO ROMAO";2;2;2;2;2;2;2;2;2;2;2;2
"316443 SAO SEBASTIAO DA VARGEM ALEGRE";5;5;5;5;5;5;5;5;5;5;5;5
"316470 SAO SEBASTIAO DO PARAISO";22;22;22;22;22;22;22;22;22;22;22;22
"316480 SAO SEBASTIAO DO RIO PRETO";5;5;5;5;5;5;5;5;5;5;5;5
"316520 SAO THOME DAS LETRAS";1;1;1;1;1;1;1;1;1;1;1;1
"316530 SAO VICENTE DE MINAS";1;1;1;1;1;1;1;1;1;1;1;1
"316550 SARDOA";4;4;4;4;4;4;4;4;4;4;4;4
"316553 SARZEDO";7;7;7;7;7;7;10;10;10;10;10;10
"316555 SETUBINHA";6;6;6;6;6;6;6;6;6;6;6;6
"316556 SEM-PEIXE";5;5;5;5;5;5;5;5;5;5;5;5
"316560 SENADOR CORTES";2;2;2;2;2;2;2;2;2;2;2;2
"316620 SENHORA DOS REMEDIOS";5;5;5;5;5;5;5;5;5;5;5;5
"316660 SERRA DA SAUDADE";1;1;1;1;1;1;1;1;1;1;1;1
"316670 SERRA DOS AIMORES";16;16;16;16;16;16;16;16;16;16;16;16
"316680 SERRA DO SALITRE";1;1;1;1;1;1;1;1;1;1;1;1
"316695 SERRANOPOLIS DE MINAS";2;2;2;2;2;2;2;2;2;2;2;2
"316710 SERRO";5;5;5;5;5;5;5;5;5;5;5;5
"316720 SETE LAGOAS";48;48;48;48;48;48;49;49;49;49;49;50
"316730 SILVEIRANIA";4;4;4;4;4;4;4;4;4;4;4;4
"316750 SIMAO PEREIRA";2;2;2;2;2;2;2;2;2;2;2;2
"316760 SIMONESIA";1;1;1;1;1;1;1;1;1;1;1;1
"316770 SOBRALIA";1;1;1;1;1;1;1;1;1;1;1;1
"316780 SOLEDADE DE MINAS";1;1;1;1;1;1;1;1;1;1;1;1
"316790 TABULEIRO";5;5;5;5;5;5;5;5;5;5;5;5
"316800 TAIOBEIRAS";8;8;8;8;8;8;8;8;8;8;8;8
"316830 TAQUARACU DE MINAS";-;-;-;-;-;-;-;-;2;2;2;2
"316840 TARUMIRIM";1;1;1;1;1;1;1;1;1;1;1;1
"316850 TEIXEIRAS";3;3;3;3;3;3;3;3;3;3;3;3
"316860 TEOFILO OTONI";38;38;38;38;38;38;38;44;44;44;44;44
"316870 TIMOTEO";45;45;45;45;45;45;45;45;45;45;45;45
"316880 TIRADENTES";3;3;3;3;3;3;3;3;3;3;3;3
"316890 TIROS";2;2;2;2;2;2;2;2;2;2;2;2
"316900 TOCANTINS";6;6;6;6;6;7;7;7;7;7;7;7
"316905 TOCOS DO MOJI";4;4;4;9;9;9;9;9;9;9;9;9
"316910 TOLEDO";2;2;2;2;2;2;2;2;2;2;2;2
"316930 TRES CORACOES";4;4;4;4;4;4;4;4;4;4;4;4
"316935 TRES MARIAS";2;2;2;2;2;2;2;2;2;2;2;2
"316940 TRES PONTAS";5;5;5;5;5;5;5;5;5;5;5;5
"316950 TUMIRITINGA";8;8;8;8;8;8;8;8;8;8;8;8
"316960 TUPACIGUARA";26;26;26;26;26;24;32;33;33;33;33;33
"316970 TURMALINA";3;3;3;3;3;3;3;3;3;3;3;3
"316980 TURVOLANDIA";1;1;1;1;1;1;1;1;1;1;1;1
"316990 UBA";30;30;30;30;30;30;30;30;30;30;30;30
"317000 UBAI";5;5;5;5;5;5;5;5;5;5;5;5
"317005 UBAPORANGA";9;9;9;9;9;9;9;9;9;9;9;9
"317010 UBERABA";63;63;63;63;63;63;63;63;63;63;63;63
"317020 UBERLANDIA";127;127;127;127;127;127;127;113;113;111;111;111
"317040 UNAI";63;63;83;83;83;83;83;83;83;83;87;87
"317047 URUANA DE MINAS";2;2;2;2;2;2;2;2;2;2;2;2
"317050 URUCANIA";1;1;1;1;1;1;1;1;1;1;1;1
"317052 URUCUIA";1;1;1;1;1;1;1;1;1;1;1;1
"317057 VARGEM ALEGRE";4;4;4;4;4;4;4;4;4;4;4;4
"317065 VARGEM GRANDE DO RIO PARDO";2;2;2;2;2;2;2;2;2;2;2;2
"317070 VARGINHA";33;33;33;33;33;33;33;33;35;35;36;40
"317080 VARZEA DA PALMA";14;14;14;14;14;14;14;15;15;15;15;15
"317090 VARZELANDIA";3;3;3;3;3;3;3;3;3;3;3;3
"317103 VERDELANDIA";2;2;2;2;2;2;2;2;2;2;2;2
"317107 VEREDINHA";1;1;1;1;1;1;1;1;1;1;1;1
"317110 VERISSIMO";3;3;3;3;3;3;3;3;3;3;3;3
"317115 VERMELHO NOVO";2;2;2;2;2;2;2;2;2;2;2;2
"317120 VESPASIANO";29;29;29;29;29;29;29;29;29;29;29;29
"317130 VICOSA";17;17;20;20;20;20;20;26;26;26;26;26
"317140 VIEIRAS";2;2;2;2;2;2;2;2;2;2;2;2
"317150 MATHIAS LOBATO";6;6;6;6;6;6;6;6;6;6;6;6
"317160 VIRGEM DA LAPA";2;2;2;2;2;2;2;2;2;2;2;2
"317180 VIRGINOPOLIS";1;1;1;1;1;1;1;1;1;1;1;1
"317190 VIRGOLANDIA";7;7;7;7;3;3;3;3;3;3;3;3
"317200 VISCONDE DO RIO BRANCO";8;8;8;8;8;8;8;8;8;8;8;8
"320010 AFONSO CLAUDIO";1;1;1;1;1;1;1;1;1;1;1;1
"320013 AGUIA BRANCA";5;5;5;5;5;5;5;5;5;5;5;5
"320016 AGUA DOCE DO NORTE";4;4;4;4;4;4;4;4;4;4;4;4
"320035 ALTO RIO NOVO";1;1;1;1;1;1;1;1;1;1;1;1
"320040 ANCHIETA";7;7;7;7;7;7;7;7;7;7;7;7
"320060 ARACRUZ";17;17;17;17;17;17;18;18;18;18;18;18
"320070 ATILIO VIVACQUA";2;2;2;2;2;2;2;2;2;2;2;2
"320080 BAIXO GUANDU";1;1;1;1;1;1;1;1;1;1;1;1
"320090 BARRA DE SAO FRANCISCO";1;1;1;1;1;1;1;1;1;1;1;1
"320100 BOA ESPERANCA";2;2;2;2;2;2;2;2;2;2;2;2
"320110 BOM JESUS DO NORTE";1;1;1;1;1;1;1;1;1;1;1;1
"320115 BREJETUBA";2;2;2;2;2;2;2;2;2;2;2;2
"320120 CACHOEIRO DE ITAPEMIRIM";44;44;44;44;44;44;44;44;44;48;48;48
"320130 CARIACICA";22;22;22;22;22;22;22;22;22;22;22;22
"320140 CASTELO";2;2;2;2;2;2;2;2;2;2;2;2
"320150 COLATINA";33;33;33;33;33;33;33;33;33;33;33;33
"320210 ECOPORANGA";1;1;1;1;1;1;1;1;1;1;1;1
"320225 GOVERNADOR LINDENBERG";5;5;5;5;5;5;5;5;5;5;5;5
"320230 GUACUI";5;5;5;5;5;5;5;5;5;5;5;5
"320240 GUARAPARI";13;13;13;13;13;13;13;13;13;13;13;13
"320245 IBATIBA";4;4;4;4;4;4;4;4;4;4;4;4
"320250 IBIRACU";5;5;5;5;5;5;5;5;5;5;5;5
"320260 ICONHA";1;1;1;1;1;1;1;1;1;1;1;1
"320270 ITAGUACU";6;6;6;6;6;6;6;6;6;6;6;6
"320290 ITARANA";5;5;5;5;5;5;5;5;5;5;5;5
"320300 IUNA";2;2;2;2;2;2;2;2;2;2;2;2
"320305 JAGUARE";3;3;3;3;3;3;3;3;3;3;3;3
"320310 JERONIMO MONTEIRO";1;1;1;1;1;1;1;1;1;1;1;1
"320313 JOAO NEIVA";6;6;6;6;6;6;6;6;1;1;1;1
"320316 LARANJA DA TERRA";11;11;11;11;11;11;11;11;11;11;11;11
"320320 LINHARES";10;10;10;10;10;10;10;10;10;10;10;10
"320332 MARATAIZES";12;12;12;12;12;12;12;12;12;12;12;12
"320340 MIMOSO DO SUL";4;4;4;4;4;4;4;4;4;4;4;4
"320350 MONTANHA";1;1;1;1;1;1;1;1;1;1;1;1
"320360 MUCURICI";1;1;1;1;1;1;1;1;1;1;1;1
"320390 NOVA VENECIA";11;11;11;11;11;11;11;11;11;11;11;11
"320400 PANCAS";3;3;3;3;3;3;3;3;3;3;3;3
"320405 PEDRO CANARIO";2;2;2;2;2;2;2;2;2;2;2;2
"320410 PINHEIROS";5;5;5;5;5;5;5;5;5;5;5;5
"320420 PIUMA";5;5;5;5;5;5;5;5;5;5;5;5
"320460 SANTA TERESA";3;3;3;3;3;3;3;3;3;3;3;3
"320480 SAO JOSE DO CALCADO";6;6;6;6;6;6;6;6;6;6;6;6
"320490 SAO MATEUS";24;24;24;24;24;24;24;24;24;24;24;24
"320495 SAO ROQUE DO CANAA";2;2;2;2;2;2;2;2;2;2;2;2
"320500 SERRA";37;37;37;37;37;37;37;35;34;34;34;34
"320501 SOORETAMA";14;14;14;14;14;14;14;14;14;14;14;14
"320503 VARGEM ALTA";2;2;2;2;2;2;2;2;2;2;2;2
"320506 VENDA NOVA DO IMIGRANTE";12;12;12;12;12;12;12;12;12;12;12;12
"320510 VIANA";10;10;10;10;10;10;10;10;10;10;10;10
"320515 VILA PAVAO";3;3;3;3;3;3;3;3;3;3;3;3
"320517 VILA VALERIO";1;1;1;1;1;1;1;1;1;1;1;1
"320520 VILA VELHA";57;57;57;57;57;57;57;57;57;57;57;57
"320530 VITORIA";103;103;109;103;103;102;108;110;109;110;110;110
"330010 ANGRA DOS REIS";30;30;30;30;30;30;30;30;30;30;30;30
"330015 APERIBE";6;6;6;6;6;6;6;6;6;6;6;6
"330020 ARARUAMA";6;6;6;6;6;6;6;6;6;6;6;6
"330023 ARMACAO DOS BUZIOS";8;8;8;8;8;8;8;8;8;8;8;8
"330030 BARRA DO PIRAI";10;10;10;10;10;10;10;10;10;10;10;10
"330040 BARRA MANSA";75;75;75;75;75;75;75;75;75;75;75;75
"330045 BELFORD ROXO";4;4;4;4;4;4;4;4;4;4;4;4
"330050 BOM JARDIM";2;2;2;2;2;2;2;2;2;2;2;2
"330060 BOM JESUS DO ITABAPOANA";9;9;9;9;9;9;9;9;9;9;9;9
"330070 CABO FRIO";33;33;32;32;32;32;32;32;32;32;32;32
"330080 CACHOEIRAS DE MACACU";2;2;2;2;2;2;2;2;2;2;2;2
"330095 COMENDADOR LEVY GASPARIAN";3;3;3;3;3;3;3;3;3;3;3;3
"330100 CAMPOS DOS GOYTACAZES";122;122;122;122;122;122;122;122;122;122;124;124
"330110 CANTAGALO";7;7;7;7;7;7;7;7;7;7;7;7
"330120 CARMO";12;12;12;12;12;12;12;12;12;12;12;12
"330130 CASIMIRO DE ABREU";16;16;16;16;16;16;23;23;23;23;23;23
"330140 CONCEICAO DE MACABU";59;59;59;59;59;59;59;59;59;59;59;59
"330160 DUAS BARRAS";2;2;2;2;2;2;2;2;2;2;2;2
"330170 DUQUE DE CAXIAS";19;19;27;27;39;39;39;39;44;44;44;38
"330180 ENGENHEIRO PAULO DE FRONTIN";1;1;1;1;1;1;1;1;1;1;1;1
"330185 GUAPIMIRIM";8;8;8;8;8;8;8;8;8;8;8;8
"330187 IGUABA GRANDE";4;4;4;4;4;4;4;4;4;4;4;4
"330190 ITABORAI";61;61;60;60;60;60;60;60;60;60;60;60
"330200 ITAGUAI";30;30;30;30;30;30;30;30;30;30;30;30
"330205 ITALVA";12;12;12;12;12;12;12;12;12;12;12;12
"330210 ITAOCARA";4;4;4;4;4;4;4;4;4;4;4;4
"330220 ITAPERUNA";44;44;44;44;44;44;44;44;44;44;44;44
"330225 ITATIAIA";12;12;12;12;12;12;12;12;12;12;12;12
"330227 JAPERI";6;6;6;6;6;6;6;6;6;4;4;4
"330240 MACAE";68;67;68;67;67;67;67;68;67;67;67;67
"330250 MAGE";6;6;6;6;6;6;6;6;6;6;6;6
"330260 MANGARATIBA";23;23;23;23;23;23;23;23;23;23;23;23
"330270 MARICA";-;-;-;1;1;1;1;1;1;1;1;1
"330280 MENDES";4;4;4;4;4;4;4;4;4;4;4;4
"330285 MESQUITA";17;17;17;17;17;17;17;17;17;17;17;17
"330300 MIRACEMA";9;9;9;9;9;9;9;9;9;9;9;9
"330320 NILOPOLIS";2;2;2;2;2;2;2;2;2;2;2;2
"330330 NITEROI";25;25;25;25;23;25;25;25;25;26;26;26
"330340 NOVA FRIBURGO";16;16;16;16;16;16;16;16;16;16;16;16
"330350 NOVA IGUACU";30;30;30;31;31;31;31;31;31;31;31;30
"330360 PARACAMBI";8;8;8;8;8;8;8;8;8;8;8;8
"330370 PARAIBA DO SUL";22;22;22;22;22;22;22;22;21;21;21;21
"330385 PATY DO ALFERES";1;1;1;1;1;1;1;1;1;1;1;1
"330390 PETROPOLIS";13;13;13;13;13;13;13;13;13;13;13;13
"330400 PIRAI";2;2;2;2;2;2;2;2;2;2;2;2
"330410 PORCIUNCULA";16;16;16;16;16;16;16;16;16;16;16;16
"330412 QUATIS";1;1;1;1;1;1;1;1;1;1;1;1
"330414 QUEIMADOS";16;16;16;16;16;16;16;16;16;16;18;18
"330415 QUISSAMA";3;3;3;3;3;3;3;3;3;3;3;3
"330420 RESENDE";18;18;18;18;18;19;19;19;19;19;19;19
"330430 RIO BONITO";20;20;20;20;20;20;20;20;20;20;20;20
"330440 RIO CLARO";8;8;8;8;8;8;8;8;8;8;8;8
"330450 RIO DAS FLORES";1;1;1;1;1;1;1;1;1;1;1;1
"330455 RIO DE JANEIRO";453;452;452;453;458;458;459;458;458;471;461;465
"330460 SANTA MARIA MADALENA";3;3;3;3;3;3;3;3;3;3;3;3
"330470 SANTO ANTONIO DE PADUA";11;11;11;11;11;11;11;11;11;11;11;11
"330475 SAO FRANCISCO DE ITABAPOANA";6;6;6;6;6;6;6;6;6;6;6;6
"330490 SAO GONCALO";34;41;41;37;37;37;37;37;33;33;33;33
"330500 SAO JOAO DA BARRA";15;15;15;15;15;15;15;15;15;15;15;15
"330510 SAO JOAO DE MERITI";13;13;13;13;13;13;13;13;13;13;13;13
"330515 SAO JOSE DO VALE DO RIO PRETO";2;2;2;2;2;2;2;2;2;2;2;2
"330520 SAO PEDRO DA ALDEIA";22;22;22;22;22;22;22;22;22;22;22;22
"330530 SAO SEBASTIAO DO ALTO";2;2;2;2;2;2;2;2;2;2;2;2
"330550 SAQUAREMA";7;7;7;7;7;7;7;7;7;7;7;7
"330555 SEROPEDICA";9;9;9;9;9;9;9;9;9;9;9;9
"330560 SILVA JARDIM";13;13;13;13;13;13;13;13;13;13;13;13
"330570 SUMIDOURO";6;6;6;6;6;6;6;6;6;6;6;6
"330580 TERESOPOLIS";10;10;10;10;10;10;10;10;10;11;11;11
"330600 TRES RIOS";6;6;6;6;6;6;6;6;6;6;6;6
"330610 VALENCA";6;6;6;6;6;6;6;6;6;6;6;6
"330615 VARRE-SAI";3;3;3;3;3;3;3;3;3;3;3;3
"330620 VASSOURAS";10;10;10;10;10;10;10;10;10;10;10;10
"330630 VOLTA REDONDA";30;34;34;34;33;31;31;31;31;28;28;28
"350010 ADAMANTINA";6;6;6;6;6;6;6;6;6;6;6;6
"350020 ADOLFO";5;5;5;5;5;5;5;5;5;5;5;5
"350030 AGUAI";5;5;5;5;5;5;5;5;5;5;5;5
"350040 AGUAS DA PRATA";3;3;3;3;3;3;3;3;3;3;3;3
"350050 AGUAS DE LINDOIA";9;9;9;9;9;9;9;9;9;9;9;9
"350075 ALAMBARI";2;2;2;2;2;2;2;2;2;2;2;2
"350115 ALUMINIO";-;-;-;-;-;-;-;6;6;6;6;6
"350120 ALVARES FLORENCE";-;-;-;-;-;-;-;-;-;6;6;6
"350130 ALVARES MACHADO";3;3;3;3;3;3;3;3;3;3;3;3
"350140 ALVARO DE CARVALHO";6;6;6;6;6;6;6;6;6;6;6;6
"350150 ALVINLANDIA";4;4;4;4;4;4;4;4;4;4;4;4
"350160 AMERICANA";35;35;35;35;35;35;35;31;31;31;31;34
"350170 AMERICO BRASILIENSE";21;21;21;21;21;21;21;21;21;21;21;21
"350190 AMPARO";27;27;27;27;27;27;27;27;27;27;27;27
"350200 ANALANDIA";4;4;4;4;4;4;4;4;4;4;4;4
"350210 ANDRADINA";22;22;22;22;22;22;22;22;22;22;22;22
"350240 ANHUMAS";8;8;8;8;8;8;8;8;8;8;8;8
"350250 APARECIDA";2;2;2;4;4;4;4;4;4;4;4;4
"350270 APIAI";1;1;1;1;1;1;1;1;1;1;1;1
"350275 ARACARIGUAMA";1;1;1;1;1;1;1;1;1;1;1;1
"350280 ARACATUBA";47;47;47;47;47;47;47;47;47;47;50;50
"350290 ARACOIABA DA SERRA";3;3;3;3;3;3;3;3;3;3;3;3
"350300 ARAMINA";4;4;4;4;4;4;4;4;4;4;4;4
"350310 ARANDU";1;1;1;1;1;1;1;1;1;1;1;1
"350320 ARARAQUARA";37;37;37;37;37;36;36;36;36;36;36;36
"350330 ARARAS";4;4;4;4;4;4;4;4;4;4;4;4
"350350 AREIAS";1;1;1;1;1;1;1;1;1;1;1;1
"350360 AREIOPOLIS";12;12;12;12;12;12;12;12;12;12;12;12
"350370 ARIRANHA";13;13;13;13;13;13;13;13;13;13;13;13
"350380 ARTUR NOGUEIRA";4;4;4;4;4;4;4;4;4;4;4;4
"350390 ARUJA";10;10;10;10;10;10;10;10;10;10;10;10
"350395 ASPASIA";3;3;3;3;3;3;3;3;3;3;3;3
"350400 ASSIS";45;45;45;45;45;45;45;45;45;45;45;45
"350410 ATIBAIA";14;14;14;14;14;14;14;14;18;18;18;18
"350430 AVAI";3;3;3;3;3;3;3;3;3;3;3;3
"350450 AVARE";8;8;8;8;8;8;8;8;8;8;8;8
"350460 BADY BASSITT";2;2;2;2;2;2;2;2;2;2;2;2
"350470 BALBINOS";4;4;4;4;4;4;4;4;4;4;4;4
"350500 BARAO DE ANTONINA";2;2;2;2;2;2;2;2;2;2;2;2
"350530 BARRA BONITA";6;6;6;6;6;6;6;7;7;7;7;7
"350535 BARRA DO CHAPEU";4;4;4;4;4;4;4;4;4;4;4;4
"350550 BARRETOS";56;56;56;56;56;56;56;56;56;56;56;56
"350560 BARRINHA";11;11;11;11;11;11;10;10;10;10;10;10
"350570 BARUERI";40;40;40;40;40;40;40;40;40;40;40;40
"350580 BASTOS";7;7;7;7;7;7;7;7;7;7;7;7
"350590 BATATAIS";5;5;5;5;5;5;5;5;5;5;5;5
"350600 BAURU";103;103;103;103;103;103;103;103;103;103;103;103
"350610 BEBEDOURO";28;28;28;28;28;29;29;29;29;29;29;29
"350620 BENTO DE ABREU";3;3;3;3;3;3;3;3;3;3;3;3
"350635 BERTIOGA";6;6;6;6;6;6;6;6;6;6;6;6
"350650 BIRIGUI";17;17;20;20;20;20;20;20;20;20;20;20
"350680 BOCAINA";3;3;3;3;3;3;3;3;3;3;3;3
"350700 BOITUVA";1;1;1;1;1;1;1;1;1;1;1;1
"350710 BOM JESUS DOS PERDOES";1;1;1;1;1;1;1;1;1;1;1;1
"350715 BOM SUCESSO DE ITARARE";3;3;3;3;3;3;3;3;3;3;3;3
"350720 BORA";3;3;3;3;3;3;3;3;3;3;3;3
