CNES - Recursos Físicos - Ambulatório - Leitos de Repouso e Observação - Brasil
Leitos Repouso/Observação Femin por Município e Ano/mês compet.
Período:2024
"Município";"2024/Jan";"2024/Fev";"2024/Mar";"2024/Abr";"2024/Mai";"2024/Jun";"2024/Jul";"2024/Ago";"2024/Set";"2024/Out";"2024/Nov";"2024/Dez"
"313950 MANHUMIRIM";2;2;2;2;2;2;2;2;2;2;2;2
"313960 MANTENA";6;6;6;6;6;6;6;6;6;6;6;6
"313970 MARAVILHAS";-;-;-;-;-;-;-;3;3;3;3;3
"313980 MAR DE ESPANHA";5;5;5;5;5;5;5;5;5;5;5;5
"314000 MARIANA";3;3;3;3;3;3;3;3;3;3;3;3
"314050 MARTINHO CAMPOS";4;4;4;4;4;4;4;4;4;4;4;4
"314080 MATIAS BARBOSA";3;3;3;3;3;3;3;3;3;3;3;3
"314100 MATO VERDE";6;6;6;6;6;6;6;6;6;6;6;6
"314190 MINDURI";1;1;1;1;1;1;1;1;1;1;1;1
"314220 MIRAI";2;2;2;2;2;2;2;2;2;2;2;2
"314315 MONTE FORMOSO";5;2;2;2;2;2;2;2;2;2;2;2
"314330 MONTES CLAROS";4;4;4;4;4;4;4;4;4;4;4;4
"314345 MONTEZUMA";5;5;5;5;5;5;5;5;5;5;5;5
"314390 MURIAE";4;4;4;4;4;4;4;4;4;4;4;4
"314420 NACIP RAYDAN";3;3;3;3;3;3;3;3;3;3;3;3
"314430 NANUQUE";5;5;5;5;5;5;5;5;5;5;5;5
"314437 NATALANDIA";2;2;2;2;2;2;2;2;2;2;2;2
"314465 NINHEIRA";3;3;3;3;3;3;3;3;3;3;3;3
"314480 NOVA LIMA";3;3;3;3;3;3;3;3;3;3;3;3
"314520 NOVA SERRANA";4;9;9;9;9;9;9;9;9;9;9;9
"314530 NOVO CRUZEIRO";3;3;3;3;3;3;3;3;3;3;3;3
"314535 NOVO ORIENTE DE MINAS";3;3;3;3;3;3;3;3;3;3;3;3
"314560 OLIVEIRA";7;7;7;7;7;7;7;7;7;7;7;7
"314600 OURO FINO";2;2;2;2;2;2;2;2;2;2;2;2
"314610 OURO PRETO";11;11;11;11;11;11;11;11;11;11;11;11
"314620 OURO VERDE DE MINAS";3;3;3;3;3;3;3;3;3;3;3;3
"314625 PADRE CARVALHO";1;1;1;1;1;1;1;1;1;1;1;1
"314675 PALMOPOLIS";4;4;4;4;4;4;4;4;4;4;4;4
"314690 PAPAGAIOS";4;4;4;4;4;4;4;4;4;4;4;4
"314710 PARA DE MINAS";11;11;11;11;11;11;11;11;11;5;5;5
"314760 PASSA QUATRO";1;1;1;1;1;1;1;1;1;1;1;1
"314790 PASSOS";4;4;4;4;4;4;4;4;4;4;4;4
"314800 PATOS DE MINAS";5;5;5;5;5;5;5;5;5;5;5;5
"314810 PATROCINIO";10;10;10;10;10;10;10;10;10;10;10;10
"314890 PEDRA DO INDAIA";2;2;2;2;2;2;2;2;2;2;2;2
"314920 PEDRINOPOLIS";2;2;2;2;2;2;2;2;2;2;2;2
"314930 PEDRO LEOPOLDO";12;12;12;12;12;12;12;12;12;12;12;12
"314960 PEQUI";1;1;1;1;1;1;1;1;1;1;1;1
"315020 PIEDADE DE PONTE NOVA";4;4;4;4;4;4;4;4;4;4;4;4
"315040 PIEDADE DOS GERAIS";6;6;6;6;6;6;6;6;6;6;6;6
"315050 PIMENTA";3;3;3;3;3;3;3;3;3;3;3;3
"315090 PIRANGUCU";6;6;6;6;6;6;6;6;6;6;6;6
"315170 POCO FUNDO";2;2;2;2;2;2;2;2;2;2;2;2
"315180 POCOS DE CALDAS";20;20;20;20;20;20;20;20;20;20;20;20
"315210 PONTE NOVA";4;4;4;4;4;4;4;4;4;4;4;4
"315220 PORTEIRINHA";-;-;-;-;-;1;1;1;1;1;1;1
"315250 POUSO ALEGRE";2;2;2;2;2;2;2;2;2;2;2;2
"315280 PRATA";3;3;3;3;3;3;3;3;3;3;3;3
"315340 PRESIDENTE OLEGARIO";2;2;2;2;2;2;2;2;2;2;2;2
"315360 PRUDENTE DE MORAIS";3;3;3;3;3;3;3;3;3;3;3;3
"315445 RIACHINHO";3;3;3;3;3;3;3;3;3;3;3;3
"315460 RIBEIRAO DAS NEVES";3;3;3;3;3;3;3;3;3;3;3;3
"315600 RIO VERMELHO";2;2;2;2;2;2;2;2;2;2;2;2
"315610 RITAPOLIS";3;3;3;3;3;3;3;3;3;3;3;3
"315645 ROSARIO DA LIMEIRA";3;3;3;3;3;3;3;3;3;3;3;3
"315650 RUBELITA";3;3;3;3;3;3;3;3;3;3;3;3
"315660 RUBIM";2;2;2;2;2;2;2;2;2;2;2;2
"315690 SACRAMENTO";1;1;1;1;1;1;1;1;1;1;1;1
"315700 SALINAS";10;10;10;10;10;10;10;10;10;10;10;10
"315725 SANTA BARBARA DO LESTE";3;3;3;3;3;3;3;3;3;3;3;3
"315737 SANTA CRUZ DE SALINAS";1;1;1;1;1;1;1;1;1;1;1;1
"315740 SANTA CRUZ DO ESCALVADO";3;3;3;3;3;3;3;3;3;3;3;3
"315750 SANTA EFIGENIA DE MINAS";2;2;2;2;2;2;2;2;2;2;2;2
"315760 SANTA FE DE MINAS";6;6;6;6;6;6;6;6;6;6;6;6
"315765 SANTA HELENA DE MINAS";2;2;2;2;2;2;2;2;2;2;2;2
"315790 SANTA MARGARIDA";5;5;5;5;5;5;5;5;5;5;5;5
"315850 SANTANA DE PIRAPAMA";4;4;4;4;4;4;4;4;4;4;4;4
"315860 SANTANA DO DESERTO";3;3;3;3;3;3;3;3;3;3;3;3
"315870 SANTANA DO GARAMBEU";3;3;3;3;3;3;3;3;3;3;3;3
"315970 SANTA ROSA DA SERRA";2;2;2;2;2;2;2;2;2;2;2;2
"315980 SANTA VITORIA";4;4;4;4;4;4;4;4;4;4;4;4
"316010 SANTO ANTONIO DO GRAMA";2;2;2;2;2;2;2;2;2;2;2;2
"316040 SANTO ANTONIO DO MONTE";6;6;6;6;6;6;6;6;6;6;6;6
"316070 SANTOS DUMONT";3;3;3;3;3;3;3;3;3;3;3;3
"316095 SAO DOMINGOS DAS DORES";3;3;3;3;3;3;3;3;3;3;3;3
"316100 SAO DOMINGOS DO PRATA";4;4;4;4;4;4;4;4;4;4;4;4
"316110 SAO FRANCISCO";5;5;5;5;5;5;5;5;5;5;5;5
"316140 SAO FRANCISCO DO GLORIA";1;1;1;1;1;1;1;1;1;1;1;1
"316150 SAO GERALDO";4;4;4;4;4;4;4;4;4;4;4;4
"316190 SAO GONCALO DO RIO ABAIXO";4;4;4;4;4;4;4;4;4;4;4;4
"316210 SAO GOTARDO";3;3;3;3;3;3;3;3;3;3;3;3
"316225 SAO JOAO DA LAGOA";2;2;2;2;2;2;2;2;2;2;2;2
"316250 SAO JOAO DEL REI";4;4;4;4;4;4;4;4;4;4;4;4
"316280 SAO JOAO EVANGELISTA";17;17;17;17;17;17;17;17;17;17;17;17
"316294 SAO JOSE DA BARRA";2;2;2;2;2;2;2;2;2;2;2;2
"316295 SAO JOSE DA LAPA";4;4;4;4;4;4;4;4;4;4;4;4
"316330 SAO JOSE DO DIVINO";4;4;4;4;4;4;4;4;4;4;4;4
"316340 SAO JOSE DO GOIABAL";3;3;3;3;3;3;3;3;3;3;3;3
"316370 SAO LOURENCO";7;7;7;7;7;7;7;7;7;7;7;7
"316380 SAO MIGUEL DO ANTA";3;3;3;3;3;3;3;3;3;3;3;3
"316430 SAO ROQUE DE MINAS";2;2;2;2;2;2;2;2;2;2;2;2
"316440 SAO SEBASTIAO DA BELA VISTA";6;6;6;6;6;6;6;6;6;6;6;6
"316450 SAO SEBASTIAO DO MARANHAO";3;3;3;3;3;3;3;3;3;3;3;3
"316470 SAO SEBASTIAO DO PARAISO";3;3;3;3;3;3;3;3;3;3;3;3
"316500 SAO TIAGO";1;1;1;1;1;1;1;1;1;1;1;1
"316510 SAO TOMAS DE AQUINO";2;2;2;2;2;2;2;2;2;2;2;2
"316520 SAO THOME DAS LETRAS";3;3;3;3;3;3;3;3;3;3;3;3
"316553 SARZEDO";2;2;2;2;2;2;2;2;2;2;2;2
"316557 SENADOR AMARAL";3;3;3;3;3;3;3;3;3;3;3;3
"316600 SENHORA DE OLIVEIRA";4;4;4;4;4;4;4;4;4;4;4;4
"316620 SENHORA DOS REMEDIOS";4;4;4;4;4;4;4;4;4;4;4;4
"316650 SERRA AZUL DE MINAS";6;6;6;6;6;6;6;6;6;6;6;6
"316680 SERRA DO SALITRE";2;2;2;2;2;2;2;2;2;2;2;2
"316720 SETE LAGOAS";4;4;4;4;4;4;4;4;4;4;4;4
"316790 TABULEIRO";1;1;1;1;1;1;1;1;1;1;1;1
"316800 TAIOBEIRAS";4;4;4;4;4;4;4;4;4;4;4;4
"316810 TAPIRA";1;1;1;1;1;1;1;1;1;1;1;1
"316830 TAQUARACU DE MINAS";2;2;2;2;2;2;2;2;3;3;3;3
"316850 TEIXEIRAS";1;1;1;1;1;1;1;1;1;1;1;1
"316860 TEOFILO OTONI";6;6;6;6;6;6;6;6;6;6;6;6
"316870 TIMOTEO";9;9;9;9;9;9;9;9;9;9;9;9
"316900 TOCANTINS";3;3;3;3;3;3;3;3;3;3;3;3
"316920 TOMBOS";10;10;10;10;10;10;10;10;10;10;10;10
"316930 TRES CORACOES";3;3;3;3;3;3;3;3;3;3;3;3
"316935 TRES MARIAS";4;4;4;4;4;4;4;4;4;4;4;4
"316990 UBA";4;4;4;4;4;4;4;4;4;4;4;4
"317010 UBERABA";10;10;10;10;10;10;10;10;10;10;10;10
"317020 UBERLANDIA";12;12;12;12;12;12;12;12;12;12;12;12
"317030 UMBURATIBA";3;3;3;3;3;3;3;3;3;3;3;3
"317040 UNAI";7;7;7;7;7;7;7;7;7;7;7;7
"317043 UNIAO DE MINAS";2;2;2;2;2;2;2;2;2;2;2;2
"317050 URUCANIA";2;2;2;2;2;2;2;2;2;2;2;2
"317070 VARGINHA";1;1;1;1;1;1;1;1;1;1;1;1
"317075 VARJAO DE MINAS";2;2;2;2;2;2;2;2;2;2;2;2
"317080 VARZEA DA PALMA";10;10;10;10;10;10;10;10;10;10;10;10
"317130 VICOSA";4;4;4;4;4;4;4;4;4;4;4;4
"317190 VIRGOLANDIA";-;-;-;-;2;2;2;2;2;2;2;2
"317210 VOLTA GRANDE";4;4;4;4;4;4;4;4;4;4;4;4
"320030 ALFREDO CHAVES";3;3;3;3;3;3;3;3;3;3;3;3
"320035 ALTO RIO NOVO";3;3;3;3;3;3;3;3;3;3;3;3
"320060 ARACRUZ";8;8;8;8;8;8;8;8;8;8;8;8
"320080 BAIXO GUANDU";3;3;3;3;3;3;3;3;3;3;3;3
"320090 BARRA DE SAO FRANCISCO";12;12;12;12;12;12;12;12;12;12;12;12
"320110 BOM JESUS DO NORTE";3;3;3;3;3;3;3;3;3;3;3;3
"320115 BREJETUBA";3;3;3;3;3;3;3;3;3;3;3;3
"320120 CACHOEIRO DE ITAPEMIRIM";9;9;9;9;9;9;9;9;9;9;9;9
"320150 COLATINA";9;9;9;9;9;9;9;9;9;9;9;9
"320225 GOVERNADOR LINDENBERG";3;3;3;3;3;3;3;3;3;3;3;3
"320240 GUARAPARI";1;1;1;1;1;1;1;1;1;1;1;1
"320245 IBATIBA";2;2;2;2;2;2;2;2;2;2;2;2
"320335 MARILANDIA";4;4;4;4;4;4;4;4;4;4;4;4
"320340 MIMOSO DO SUL";1;1;1;1;1;1;1;1;1;1;1;1
"320380 MUQUI";2;2;2;2;2;2;2;2;2;2;2;2
"320405 PEDRO CANARIO";3;3;3;3;3;3;3;3;3;3;3;3
"320430 PRESIDENTE KENNEDY";4;4;4;4;4;4;4;4;4;4;4;4
"320435 RIO BANANAL";4;4;4;4;4;4;4;4;4;4;4;4
"320460 SANTA TERESA";1;1;1;1;1;1;1;1;1;1;1;1
"320480 SAO JOSE DO CALCADO";7;7;7;7;7;7;7;7;7;7;7;7
"320490 SAO MATEUS";3;3;3;3;1;1;1;1;1;1;1;1
"320500 SERRA";19;19;19;19;19;19;19;19;19;19;19;19
"320501 SOORETAMA";5;5;5;5;5;5;5;5;5;5;5;5
"320520 VILA VELHA";5;5;5;5;5;5;5;5;5;5;5;5
"320530 VITORIA";13;13;13;13;13;13;13;13;13;13;13;13
"330010 ANGRA DOS REIS";4;4;4;4;19;19;19;19;19;19;19;19
"330020 ARARUAMA";6;6;6;6;6;6;6;6;6;6;6;6
"330022 AREAL";2;2;2;2;2;2;2;2;2;2;2;2
"330030 BARRA DO PIRAI";2;2;2;2;2;2;2;2;2;2;2;2
"330040 BARRA MANSA";9;9;9;9;9;9;9;9;9;9;9;9
"330045 BELFORD ROXO";12;12;12;12;12;12;12;12;12;12;12;12
"330050 BOM JARDIM";1;1;1;1;1;1;1;1;1;1;1;1
"330060 BOM JESUS DO ITABAPOANA";1;1;1;1;1;1;1;1;1;1;1;1
"330070 CABO FRIO";4;4;4;4;4;4;4;4;4;4;4;4
"330080 CACHOEIRAS DE MACACU";3;3;3;3;3;3;3;3;3;3;3;3
"330100 CAMPOS DOS GOYTACAZES";20;20;22;22;22;22;22;22;22;24;24;24
"330130 CASIMIRO DE ABREU";1;1;1;1;1;1;1;1;1;1;1;1
"330190 ITABORAI";2;2;2;2;2;2;2;2;2;2;2;2
"330200 ITAGUAI";2;2;1;1;1;1;1;1;1;1;1;1
"330220 ITAPERUNA";2;2;2;2;2;2;2;2;2;2;2;2
"330227 JAPERI";1;1;1;1;1;1;1;1;1;1;1;1
"330240 MACAE";5;5;5;5;5;5;5;5;5;5;5;5
"330250 MAGE";7;7;7;7;7;7;7;7;7;7;7;7
"330260 MANGARATIBA";4;4;4;4;4;4;4;4;4;4;4;4
"330285 MESQUITA";-;-;-;-;-;-;-;-;-;-;1;1
"330320 NILOPOLIS";4;4;4;4;4;4;4;4;4;4;4;4
"330330 NITEROI";3;3;1;1;1;1;1;1;1;1;1;1
"330340 NOVA FRIBURGO";2;2;2;2;2;2;2;2;2;2;2;2
"330350 NOVA IGUACU";10;10;10;10;10;10;10;10;16;16;16;16
"330390 PETROPOLIS";4;4;4;4;4;4;4;4;4;4;4;4
"330420 RESENDE";-;-;-;-;-;2;2;2;2;2;2;2
"330455 RIO DE JANEIRO";15;15;15;15;15;15;15;15;15;15;16;16
"330470 SANTO ANTONIO DE PADUA";3;3;3;3;3;3;3;3;3;3;3;3
"330480 SAO FIDELIS";3;3;3;3;3;3;3;3;3;3;3;3
"330490 SAO GONCALO";2;2;2;2;2;2;2;2;2;2;2;2
"330510 SAO JOAO DE MERITI";8;8;8;8;8;8;8;8;8;8;8;8
"330513 SAO JOSE DE UBA";3;3;3;3;3;3;3;3;3;3;3;3
"330515 SAO JOSE DO VALE DO RIO PRETO";6;6;6;6;6;6;6;6;6;6;6;6
"330520 SAO PEDRO DA ALDEIA";7;7;7;7;7;7;7;7;7;7;7;7
"330530 SAO SEBASTIAO DO ALTO";3;3;3;3;3;3;3;3;3;3;3;3
"330550 SAQUAREMA";21;21;21;21;21;21;21;21;21;21;21;21
"330555 SEROPEDICA";1;1;1;1;1;1;1;1;1;1;1;1
"330580 TERESOPOLIS";1;1;1;1;1;1;1;1;1;1;1;1
"330610 VALENCA";2;2;2;2;2;2;2;2;2;2;2;2
"330615 VARRE-SAI";2;2;2;2;2;2;2;2;2;2;2;2
"330620 VASSOURAS";4;4;4;4;4;4;4;4;4;4;4;4
"330630 VOLTA REDONDA";4;4;4;4;4;4;4;4;4;4;4;4
"350060 AGUAS DE SAO PEDRO";2;2;2;2;2;2;2;2;2;2;2;2
"350080 ALFREDO MARCONDES";2;2;2;2;2;2;2;2;2;2;2;2
"350090 ALTAIR";3;3;3;3;3;3;3;3;3;3;3;3
"350115 ALUMINIO";30;30;30;30;30;30;30;30;30;30;30;30
"350120 ALVARES FLORENCE";3;3;3;3;3;3;3;3;3;3;3;3
"350150 ALVINLANDIA";3;3;3;3;3;3;3;3;3;3;3;3
"350160 AMERICANA";3;3;3;3;3;3;3;3;3;3;3;3
"350200 ANALANDIA";4;4;4;4;4;4;4;4;4;4;4;4
"350210 ANDRADINA";13;13;13;13;13;13;13;13;13;13;13;13
"350250 APARECIDA";5;5;5;9;9;9;9;9;9;9;9;9
"350280 ARACATUBA";1;1;1;1;1;1;1;1;1;1;1;1
"350320 ARARAQUARA";4;4;4;4;4;4;4;4;4;4;4;4
"350330 ARARAS";5;5;5;5;5;5;5;5;5;5;5;5
"350390 ARUJA";5;5;5;5;5;5;5;5;5;5;5;5
"350400 ASSIS";7;7;7;7;7;7;7;7;7;7;7;7
"350440 AVANHANDAVA";2;2;2;2;2;2;2;2;2;2;2;2
"350550 BARRETOS";11;11;11;11;11;11;11;11;11;11;11;11
"350590 BATATAIS";3;3;3;3;3;3;3;3;3;3;3;3
"350600 BAURU";23;23;23;23;23;23;23;23;23;23;23;23
"350610 BEBEDOURO";7;7;7;7;7;7;7;7;7;7;7;7
"350635 BERTIOGA";1;1;1;1;1;1;1;1;1;1;1;1
"350690 BOFETE";4;4;4;4;4;4;4;4;4;4;4;4
"350730 BORACEIA";3;3;3;3;3;3;3;3;3;3;3;3
"350745 BOREBI";2;2;2;2;2;2;2;2;2;2;2;2
"350750 BOTUCATU";3;3;3;3;3;3;3;3;3;3;3;3
"350760 BRAGANCA PAULISTA";4;4;4;4;4;4;4;4;4;4;4;4
"350770 BRAUNA";2;2;2;2;2;2;2;2;2;2;2;2
"350850 CACAPAVA";-;-;-;-;30;30;30;30;30;30;30;30
"350900 CAIEIRAS";3;3;3;3;3;3;3;3;3;3;3;3
"350920 CAJAMAR";3;3;3;3;3;3;3;3;3;3;3;3
"350950 CAMPINAS";25;25;26;26;26;26;26;26;26;26;26;26
"351040 CAPIVARI";2;2;2;2;2;2;2;2;2;2;2;2
"351050 CARAGUATATUBA";7;7;7;7;7;7;7;7;7;7;7;7
"351060 CARAPICUIBA";4;4;4;4;4;4;4;4;4;4;4;4
"351110 CATANDUVA";2;2;2;2;2;2;2;2;2;2;2;2
"351140 CERQUEIRA CESAR";1;1;1;1;1;1;1;1;1;1;1;1
"351170 CHARQUEADA";1;1;1;1;1;1;1;1;1;1;1;1
"351240 CORDEIROPOLIS";4;4;4;4;4;4;4;4;4;4;4;4
"351260 CORONEL MACEDO";4;4;4;4;4;4;4;4;4;4;4;4
"351320 CRISTAIS PAULISTA";1;1;1;1;1;1;1;1;1;1;1;1
"351330 CRUZALIA";4;4;4;4;4;4;4;4;4;4;4;4
"351370 DESCALVADO";3;3;3;3;3;3;3;3;3;3;3;3
"351380 DIADEMA";10;10;10;10;10;10;10;10;10;10;10;10
"351385 DIRCE REIS";1;1;1;1;1;1;1;1;1;1;1;1
"351410 DOIS CORREGOS";1;1;1;1;1;1;1;1;1;1;1;1
"351460 DUMONT";4;4;4;4;4;4;4;4;4;4;4;4
"351470 ECHAPORA";4;4;4;4;4;4;4;4;4;4;4;4
"351490 ELIAS FAUSTO";3;3;3;3;3;3;3;3;3;3;3;3
"351500 EMBU DAS ARTES";-;-;-;-;-;-;-;-;10;10;10;10
"351512 EMILIANOPOLIS";4;4;4;4;4;4;4;4;4;4;4;4
"351518 ESPIRITO SANTO DO PINHAL";8;8;8;8;8;8;8;8;8;8;8;8
"351519 ESPIRITO SANTO DO TURVO";4;4;4;4;4;4;4;4;4;4;4;4
"351560 FERNANDO PRESTES";2;2;2;2;2;2;2;2;2;2;2;2
"351610 FLORINIA";4;4;4;4;4;4;4;4;4;4;4;4
"351620 FRANCA";5;5;5;5;8;8;8;8;8;8;8;8
"351630 FRANCISCO MORATO";1;1;1;1;1;1;1;1;1;1;1;1
"351640 FRANCO DA ROCHA";3;3;3;6;6;6;6;6;6;6;6;6
"351650 GABRIEL MONTEIRO";3;3;3;3;3;3;3;3;3;3;3;3
"351740 GUAIRA";1;1;1;1;1;1;1;1;1;1;1;1
"351750 GUAPIACU";5;5;5;5;5;5;5;5;5;5;5;5
"351770 GUARA";2;2;2;2;2;2;2;2;2;2;2;2
"351810 GUARANTA";2;2;2;2;2;2;2;2;2;2;2;2
"351840 GUARATINGUETA";4;4;4;4;4;4;4;4;4;4;4;4
"351870 GUARUJA";10;10;10;10;10;10;10;10;10;10;10;10
"351880 GUARULHOS";4;4;4;4;4;4;4;4;4;4;4;4
"351885 GUATAPARA";5;5;5;5;5;5;5;5;5;5;5;5
"351890 GUZOLANDIA";3;3;3;3;3;3;3;3;3;3;3;3
"351930 IBATE";2;2;2;2;2;2;2;2;2;2;2;2
"351950 IBIRAREMA";4;4;4;4;4;4;4;4;4;4;4;4
"352050 INDAIATUBA";4;4;4;4;4;4;4;4;4;4;4;4
"352100 IPERO";8;8;8;8;8;8;8;8;8;8;8;8
"352110 IPEUNA";9;9;9;9;9;9;9;9;9;9;9;9
"352180 ITAI";4;4;4;4;4;4;4;4;4;4;4;4
"352210 ITANHAEM";10;10;10;10;10;10;10;10;10;10;10;10
"352230 ITAPETININGA";24;24;24;24;24;24;24;24;24;24;24;24
"352240 ITAPEVA";3;3;3;3;3;3;3;3;3;3;3;3
"352250 ITAPEVI";4;4;4;4;4;4;4;4;4;4;4;4
"352290 ITAPUI";3;3;3;3;3;3;3;3;3;3;3;3
"352340 ITATIBA";7;7;7;7;7;7;7;7;7;7;7;7
"352370 ITIRAPUA";3;3;3;3;3;3;3;3;3;3;3;3
"352380 ITOBI";2;2;2;2;2;2;2;2;2;2;2;2
"352390 ITU";2;2;2;2;2;2;2;2;2;2;2;2
"352400 ITUPEVA";3;3;3;3;3;3;3;3;3;3;3;3
"352440 JACAREI";1;1;1;1;1;1;1;1;1;1;1;1
"352480 JALES";1;1;1;1;1;1;1;1;1;1;1;1
"352500 JANDIRA";5;5;5;5;5;5;5;5;5;5;5;5
"352530 JAU";2;2;2;2;2;2;2;2;2;2;2;2
"352590 JUNDIAI";7;7;7;7;7;7;7;7;7;7;7;7
"352630 LAGOINHA";2;2;2;2;2;2;2;2;2;2;2;2
"352640 LARANJAL PAULISTA";1;1;1;1;1;1;1;1;1;1;1;1
"352660 LAVRINHAS";1;1;1;1;1;1;1;1;1;1;1;1
"352670 LEME";3;3;3;3;3;3;3;3;3;3;3;3
"352680 LENCOIS PAULISTA";8;8;8;8;8;8;8;8;8;8;8;8
"352700 LINDOIA";6;6;6;6;6;6;6;6;6;6;6;6
"352720 LORENA";1;1;1;1;1;1;1;1;1;1;1;1
"352725 LOURDES";3;3;3;3;3;3;3;3;3;3;3;3
"352900 MARILIA";11;11;11;11;11;11;11;11;11;11;11;11
"352920 MARTINOPOLIS";3;3;3;3;3;3;3;3;3;3;3;3
"352930 MATAO";3;3;3;3;3;3;3;3;3;3;3;3
"352940 MAUA";2;2;2;8;8;8;8;8;8;8;8;8
"352950 MENDONCA";3;3;3;3;3;3;3;3;3;3;3;3
"352960 MERIDIANO";3;3;3;3;3;3;3;3;3;3;3;3
"352965 MESOPOLIS";3;3;3;3;3;3;3;3;3;3;3;3
"352980 MINEIROS DO TIETE";3;3;3;3;3;3;3;3;3;3;3;3
"353030 MIRASSOL";1;1;1;1;1;1;1;1;1;1;1;1
"353060 MOGI DAS CRUZES";1;1;1;1;1;1;1;1;1;1;1;1
"353070 MOGI GUACU";8;8;8;8;8;8;8;8;8;8;8;8
"353080 MOGI MIRIM";5;5;5;5;5;5;5;5;5;5;5;5
"353090 MOMBUCA";3;3;3;3;3;3;3;3;3;3;3;3
"353100 MONCOES";4;4;4;4;4;4;4;4;4;4;4;4
"353130 MONTE ALTO";8;8;8;8;8;8;8;8;8;8;8;8
"353180 MONTE MOR";1;1;1;1;1;1;1;1;1;1;1;1
"353205 MOTUCA";6;6;6;6;6;6;6;6;6;6;6;6
"353210 MURUTINGA DO SUL";1;1;1;1;1;1;1;1;1;1;1;1
"353220 NARANDIBA";2;2;2;2;2;2;2;2;2;2;2;2
"353230 NATIVIDADE DA SERRA";3;3;3;3;3;3;3;3;3;3;3;3
"353280 NOVA ALIANCA";6;6;6;6;6;6;6;6;6;6;6;6
"353284 NOVA CANAA PAULISTA";2;2;-;-;-;-;-;-;-;-;-;-
"353310 NOVA GUATAPORANGA";3;3;3;3;3;3;3;3;3;3;3;3
"353325 NOVAIS";2;2;2;2;2;2;2;2;2;2;2;2
"353360 NUPORANGA";3;3;3;3;3;3;3;3;3;3;3;3
"353410 ORIENTE";3;3;3;3;3;3;3;3;3;3;3;3
"353440 OSASCO";22;22;22;22;22;22;22;22;22;22;22;22
"353450 OSCAR BRESSANE";2;2;2;2;2;2;2;2;2;2;2;2
"353470 OURINHOS";8;8;8;8;8;8;8;8;8;8;8;8
"353480 OURO VERDE";12;12;12;12;12;12;12;12;12;12;12;12
"353510 PALMARES PAULISTA";2;2;2;2;2;2;2;2;2;2;2;2
"353550 PARAGUACU PAULISTA";1;1;1;1;1;1;1;1;1;1;1;1
"353630 PATROCINIO PAULISTA";3;3;3;3;3;3;3;3;3;3;3;3
"353650 PAULINIA";2;2;2;2;2;2;2;2;2;2;2;2
"353660 PAULO DE FARIA";3;3;3;3;3;3;3;3;3;3;3;3
"353715 PEDRINHAS PAULISTA";3;3;3;3;3;3;3;3;3;3;3;3
"353730 PENAPOLIS";2;2;2;2;2;2;2;2;2;2;2;2
"353740 PEREIRA BARRETO";3;3;3;3;3;3;3;3;3;3;3;3
"353760 PERUIBE";8;8;8;8;8;8;8;8;8;8;8;8
"353770 PIACATU";3;3;3;3;3;3;3;3;3;3;3;3
"353800 PINDAMONHANGABA";4;4;4;4;4;4;4;4;4;4;4;4
"353870 PIRACICABA";1;1;1;1;1;1;1;1;1;1;1;1
"353940 PIRATININGA";4;4;4;4;4;4;4;4;4;4;4;4
"354070 PORTO FERREIRA";2;2;2;2;2;2;2;2;2;2;2;2
"354075 POTIM";4;4;4;4;4;4;4;4;4;4;4;4
"354090 PRADOPOLIS";2;2;2;2;2;2;2;2;2;2;2;2
"354100 PRAIA GRANDE";6;6;6;6;6;6;6;6;6;6;6;6
"354130 PRESIDENTE EPITACIO";1;1;1;1;1;1;1;1;1;1;1;1
"354140 PRESIDENTE PRUDENTE";3;3;3;3;3;3;3;3;3;3;3;3
"354170 QUATA";3;3;3;3;3;3;3;3;3;3;3;3
"354210 RAFARD";3;3;3;3;3;3;3;3;3;3;3;3
"354230 REDENCAO DA SERRA";2;2;2;2;2;2;2;2;2;2;2;2
"354260 REGISTRO";7;7;7;7;7;7;7;7;7;7;7;7
"354340 RIBEIRAO PRETO";33;33;40;40;40;40;40;40;40;40;40;40
"354350 RIVERSUL";4;4;4;4;4;4;4;4;4;4;4;4
"354360 RIFAINA";1;1;1;1;1;1;1;1;1;1;1;1
"354370 RINCAO";1;1;1;1;1;1;1;1;1;1;1;1
"354390 RIO CLARO";6;6;6;6;6;6;6;6;6;6;6;6
"354420 RIOLANDIA";3;3;3;3;3;3;3;3;3;3;3;3
"354550 SANDOVALINA";3;3;3;3;3;3;3;3;3;3;3;3
"354580 SANTA BARBARA D'OESTE";4;4;4;4;4;4;4;4;4;4;4;4
"354640 SANTA CRUZ DO RIO PARDO";3;3;3;3;3;3;3;3;3;3;3;3
"354660 SANTA FE DO SUL";35;35;35;35;35;35;35;35;35;35;35;35
"354730 SANTANA DE PARNAIBA";2;2;2;2;2;2;2;2;2;2;2;2
"354780 SANTO ANDRE";13;13;13;13;13;13;13;13;13;13;15;15
"354805 SANTO ANTONIO DO ARACANGUA";2;2;2;2;2;2;2;2;2;2;2;2
"354810 SANTO ANTONIO DO JARDIM";4;4;4;4;4;4;4;4;4;4;4;4
"354820 SANTO ANTONIO DO PINHAL";3;3;3;3;3;3;3;3;3;3;3;3
"354840 SANTOPOLIS DO AGUAPEI";3;3;3;3;3;3;3;3;3;3;3;3
"354850 SANTOS";32;32;32;32;32;32;32;32;32;32;32;32
